Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	899.00			0.0	1.0	4.5	90%	1	1	1	2020-07-15 11:07:53.559137
Olympia Industries Ltd	1127.00			228.0	1.2536	4.5	90%	1	0	0	2020-07-15 11:07:53.559137
