Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
shopingine	429.00	281		0.0	1.0	4.5	93%	0	0	1	2020-07-15 11:07:53.559137
RB Enterprisesoptical	520.00	1	6-7 days	91.0	1.2121	5	100%	0	0	0	2020-07-15 11:07:53.559137
