Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Harricane	425.00	249		0.0	1.0	3.5	65%	1	0	1	2020-07-15 20:16:21.300858
MaximusGlobal	427.00		6-7 days	2.0	1.0047			0	0	0	2020-07-15 20:16:21.300858
