Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1020.00			0.0	1.0	4.5	90%	1	1	1	2020-07-15 13:53:27.291132
Buy More	1020.00			0.0	1.0	4	84%	1	0	0	2020-07-15 13:53:27.291132
