Price + Delivery	Condition	Seller Information	Delivery
  518.00 | Prime : No | FREE Delivery | FREE Delivery. Details	New	Cloudtail India | 4.5 out of 5 stars  | 89% positive | 1,325,184 total rating	Fullfilled by Amazon
  799.00 | Prime : No | FREE Delivery | +   95.00 Delivery	New	BEST COMPETITIVE PRICES EVER | 2.5 out of 5 stars  | 34% positive | 73 total rating	Not fulfilled by Amazon | 7-10 days
  1,295.00 | Prime : No | FREE Delivery | FREE Delivery.	New	GLOBAL HOME DECOR (INDIA) | 3 out of 5 stars  | 46% positive | 42 total rating	Not fulfilled by Amazon
