Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Barman Retail	290.00	59		0.0	1.0	4.5	91%	1	0	1	2020-09-04 16:23:01.931818
SiH	295.00	44		5.0	1.0172	4.5	93%	1	0	0	2020-09-04 16:23:01.931818
BAGS KART	300.00	83		10.0	1.0345	4.5	94%	1	0	0	2020-09-04 16:23:01.931818
Desert Retail	301.00	28		11.0	1.0379	4	79%	0	0	0	2020-09-04 16:23:01.931818
Cloudtail India	320.00			30.0	1.1034	4.5	89%	1	1	0	2020-09-04 16:23:01.931818
Ganesh bag emporium	298.00		5-7 days	8.0	1.0276			0	0	0	2020-09-04 16:23:01.931818
Pass ki dukan	291.00		5-7 days	1.0	1.0034	4.5	87%	0	0	0	2020-09-04 16:23:01.931818
Festivals	369.00	15		79.0	1.2724	3.5	63%	1	0	0	2020-09-04 16:23:01.931818
Smart BuyBox	300.00		9-12 days	10.0	1.0345	3	50%	0	0	0	2020-09-04 16:23:01.931818
INDIA'S BEST COMPETITIVE PRICES	295.00	10	9-12 days	5.0	1.0172	2.5	34%	0	0	0	2020-09-04 16:23:01.931818
Bombay Bag House	399.00	73	6-9 days	109.0	1.3759			0	0	0	2020-09-04 16:23:01.931818
Big Bazaar	449.00			159.0	1.5483	3.5	61%	1	0	0	2020-09-04 16:23:01.931818
Chandinicolection	299.00		5-7 days	9.0	1.031			0	0	0	2020-09-04 16:23:01.931818
Shiva Assosciates	699.00		7-9 days	409.0	2.4103	3	50%	0	0	0	2020-09-04 16:23:01.931818
