Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Alfa beta trade park	439.00			0.0	1.0			0	0	0	2020-07-30 17:35:51.521258
POLESTAR-BAGS	536.00			97.0	1.221	4.5	95%	1	0	1	2020-07-30 17:35:51.521258
