Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	3459.00			0.0	1.0	4.5	90%	1	1	1	2020-07-12 23:25:53.823323
Swiss Military	4282.00	298		823.0	1.2379	4	72%	0	0	0	2020-07-12 23:25:53.823323
