Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Harricane	1277.00	249		0.0	1.0	3.5	66%	1	0	1	2020-07-12 23:25:53.823323
NAMO DIGITAL INDIA	1380.00	96		103.0	1.0807	4	82%	0	0	0	2020-07-12 23:25:53.823323
Traders JM	1499.00	13	8-9 days	222.0	1.1738	5	100%	0	0	0	2020-07-12 23:25:53.823323
