Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Olympia Industries Ltd	13200.00			0.0	1.0	4.5	89%	1	0	1	2020-07-29 17:41:32.828702
Sapphire DL	13200.00	1	9-11 days	0.0	1.0	5	100%	0	0	0	2020-07-29 17:41:32.828702
Sapphire BW	13200.00		8-11 days	0.0	1.0			0	0	0	2020-07-29 17:41:32.828702
