Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	499.00			0.0	1.0	4.5	89%	1	1	1	2020-09-04 01:58:36.984820
Bombay Bag House	599.00		6-9 days	100.0	1.2004			0	0	0	2020-09-04 01:58:36.984820
