Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
BAG STREET	1523.00	375		0.0	1.0	4.5	91%	1	0	0	2020-07-15 19:13:14.904441
SSTZ	1524.00	90		1.0	1.0007	4	77%	1	0	0	2020-07-15 19:13:14.904441
World Market	1524.00	36		1.0	1.0007	4.5	96%	1	0	1	2020-07-15 19:13:14.904441
Verizoni LLC	1524.00			1.0	1.0007	3.5	70%	1	0	0	2020-07-15 19:13:14.904441
D-Cart	1525.00	147		2.0	1.0013	4.5	86%	1	0	0	2020-07-15 19:13:14.904441
Cloudtail India	1529.00			6.0	1.0039	4.5	90%	1	1	0	2020-07-15 19:13:14.904441
Harricane	1670.00	249		147.0	1.0965	3.5	65%	1	0	0	2020-07-15 19:13:14.904441
DEALS AMAZING	1689.00			166.0	1.109	4	81%	1	0	0	2020-07-15 19:13:14.904441
Lioncrown India	1799.00	793		276.0	1.1812	4	86%	1	0	0	2020-07-15 19:13:14.904441
Textech Solutions	1925.00	312		402.0	1.264	4.5	91%	1	0	0	2020-07-15 19:13:14.904441
Verizoni LLC	1524.00		6-7 days	1.0	1.0007	3.5	70%	0	0	0	2020-07-15 19:13:14.904441
ABS Attache and Bags Store	2060.00	25		537.0	1.3526	4	80%	1	0	0	2020-07-15 19:13:14.904441
