Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	3451.00			0.0	1.0	4.5	89%	1	1	1	2020-07-30 12:41:06.454677
ND Commerce Bangalore	3451.00	1		0.0	1.0	4	100%	0	0	0	2020-07-30 12:41:06.454677
Zero7 Enterprise	3452.00	173		1.0	1.0003	4.5	90%	1	0	0	2020-07-30 12:41:06.454677
Perusal	3452.00	658		1.0	1.0003	4.5	90%	1	0	0	2020-07-30 12:41:06.454677
