Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	869.00			0.0	1.0	4.5	90%	1	1	1	2020-07-13 00:23:59.636019
M/S CRAFT CENTER	945.00	7	6-7 days	76.0	1.0875	4.5	71%	0	0	0	2020-07-13 00:23:59.636019
LAVIE*	2018.00	1	11-13 days	1149.0	2.3222	4	100%	0	0	0	2020-07-13 00:23:59.636019
