Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
ANISH GUPTA HUF	2350.00	17		0.0	1.0	4	71%	0	0	0	2020-07-23 00:25:52.939906
Cloudtail India	2353.00			3.0	1.0013	4.5	90%	1	1	1	2020-07-23 00:25:52.939906
Discount Junction	2499.00	414		149.0	1.0634	3.5	64%	0	0	0	2020-07-23 00:25:52.939906
Timex Avtansh	2499.00	2	5-6 days	149.0	1.0634	5	100%	0	0	0	2020-07-23 00:25:52.939906
