Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	642.00			0.0	1.0	4.5	90%	1	1	1	2020-07-16 21:27:38.908826
EverpeakGroup	1199.00	69	7-10 days	557.0	1.8676	4	78%	0	0	0	2020-07-16 21:27:38.908826
