Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	3569.00			0.0	1.0	4.5	90%	1	1	1	2020-07-13 13:11:04.594014
Swiss Military	4941.00	299	6-7 days	1372.0	1.3844	4	74%	0	0	0	2020-07-13 13:11:04.594014
