Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	990.00	70		0.0	1.0	4	81%	1	0	0	2020-09-05 00:56:45.836546
Catchy Bags	990.00	124		0.0	1.0	4.5	94%	1	0	1	2020-09-05 00:56:45.836546
MORE BUY	1008.90	39	8-10 days	18.9	1.0191	3	50%	0	0	0	2020-09-05 00:56:45.836546
Cloudtail India	1083.00			93.0	1.0939	4.5	89%	1	1	0	2020-09-05 00:56:45.836546
Digitaly yours	1185.00	36	9-10 days	195.0	1.197	3	53%	0	0	0	2020-09-05 00:56:45.836546
Backpack World	1199.00		6-8 days	209.0	1.2111	4	81%	0	0	0	2020-09-05 00:56:45.836546
BagStop	1350.00	58	9-10 days	360.0	1.3636	3.5	57%	0	0	0	2020-09-05 00:56:45.836546
cloudind	1499.00		6-8 days	509.0	1.5141	4.5	94%	0	0	0	2020-09-05 00:56:45.836546
Harricane	1500.00	256	8-9 days	510.0	1.5152	3.5	66%	0	0	0	2020-09-05 00:56:45.836546
TRENZY WORLD	1550.00	1	10-11 days	560.0	1.5657	4	100%	0	0	0	2020-09-05 00:56:45.836546
Brands India	1590.00	253		600.0	1.6061	4	89%	1	0	0	2020-09-05 00:56:45.836546
V-THREE	1960.00	4	5-8 days	970.0	1.9798	4	75%	0	0	0	2020-09-05 00:56:45.836546
Purvas Shoppe	2240.00	19	8-9 days	1250.0	2.2626	4.5	95%	0	0	0	2020-09-05 00:56:45.836546
