Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Easy Home Deals	1412.00	350		0.0	1.0	4	74%	1	0	0	2020-08-26 01:57:14.825593
Cloudtail India	1413.00			1.0	1.0007	4.5	89%	1	1	1	2020-08-26 01:57:14.825593
