Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	940.00			0.0	1.0	4.5	90%	1	1	1	2020-07-28 03:31:51.563387
Olympia Industries Ltd	973.00			33.0	1.0351	4.5	89%	1	0	0	2020-07-28 03:31:51.563387
