Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	263.92	3,255	21.69	1.0895	4	75%	0	0	1
ApnaBazzar	339.00	49	96.77	1.3995	3.5	63%	0	0	0
Bookflow	347.13	3,100	104.9	1.4331	3.5	68%	0	0	0
Maitry book Agency	242.23	139	0.0	1.0	3.5	68%	0	0	0
RSONS	295.00	481	52.77	1.2179	4.5	84%	0	0	0
AskTech Books	308.00	2	65.77	1.2715	2.5	50%	0	0	0
HERITAGE PUBLISHERS	379.00	783	136.77	1.5646	4.5	94%	0	0	0
Essay Shopping Malls	380.00	52	137.77	1.5688	4	75%	0	0	0
Suryan Books	319.00	39	76.77	1.3169	4.5	95%	0	0	0
BooksRaja	299.00	171	56.77	1.2344	4.5	85%	0	0	0
ScribbleGraffito	327.18	29	84.95	1.3507	4.5	91%	0	0	0
V5MARK	302.00	8	59.77	1.2467	4	75%	0	0	0
Winmaarc	410.00	118	167.77	1.6926	3.5	68%	0	0	0
Resource book store	339.00	1	96.77	1.3995	5	100%	0	0	0
CNA Bookstore	300.00	477	57.77	1.2385	4.5	95%	0	0	0
Rama BOOKS	311.22	6	68.99	1.2848	3.5	67%	0	0	0
Wish Your Book	347.13		104.9	1.4331			0	0	0
Abhinav Books Store	351.12	60	108.89	1.4495	3	53%	0	0	0
Books Cloud	380.00	1	137.77	1.5688	1	0%	0	0	0
Books-a-zillion	359.10	89	116.87	1.4825	4	82%	0	0	0
Bookflow	359.10	3,100	116.87	1.4825	3.5	68%	0	0	0
Abhinav Books Store	359.10	60	116.87	1.4825	3	53%	0	0	0
Suraj Trading - Express Delivery	399.00	48	156.77	1.6472	3	53%	0	0	0
Books-a-zillion	399.00	89	156.77	1.6472	4	82%	0	0	0
SAI BOOKS	395.00	181	152.77	1.6307	3	46%	0	0	0
Atlantic Publishers and Distributors	606.00	14,540	363.77	2.5018	4.5	94%	0	0	0
Peacockbooks	661.00	2,801	418.77	2.7288	4.5	92%	0	0	0
Bookswagon	719.00	6,387	476.77	2.9683	4	70%	0	0	0
Sunrise Book store	749.00	1,359	506.77	3.0921	3.5	61%	0	0	0
B2A UK	988.00	6,928	745.77	4.0788	4.5	83%	0	0	0
Bookflow	359.10	3,100	116.87	1.4825	3.5	68%	0	0	0
Bookflow	360.00	3,100	117.77	1.4862	3.5	68%	0	0	0
Abhinav Books Store	367.00	60	124.77	1.5151	3	53%	0	0	0
Bookswagon	721.00	6,387	478.77	2.9765	4	70%	0	0	0
Sunrise Book store	688.00	1,359	445.77	2.8403	3.5	61%	0	0	0
