Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	384.00	17,787	0.0	1.0	4.5	95%	1	0	0
uRead-Store	384.00	25,138	0.0	1.0	4.5	92%	1	0	1
Crossword Bookstores Ltd	399.00	2,475	15.0	1.0391	4	74%	0	0	0
ReadAhead	449.00	213	65.0	1.1693	4	79%	0	0	0
Bookflow	449.10	3,100	65.1	1.1695	3.5	68%	0	0	0
Goodread Bookstore	459.00	579	75.0	1.1953	5	97%	1	0	0
Skycart	409.00	479	25.0	1.0651	4.5	90%	0	0	0
RSONS	415.00	481	31.0	1.0807	4.5	84%	0	0	0
Books-a-zillion	449.10	89	65.1	1.1695	4	82%	0	0	0
A to Z Book House	499.00	1,275	115.0	1.2995	3	46%	0	0	0
ReadAhead	449.00	213	65.0	1.1693	4	79%	0	0	0
Bookflow	449.10	3,100	65.1	1.1695	3.5	68%	0	0	0
