Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	503.00	3,248	3.0	1.006	4	76%	0	0	0
Amazing_Buy	610.00	17,781	110.0	1.22	4.5	95%	1	0	0
uRead-Store	610.00	25,127	110.0	1.22	4.5	92%	1	0	1
Mumbai gift corner	610.00	717	110.0	1.22	4.5	90%	0	0	0
Inetrade India	554.84	3,249	54.84	1.1097	4	75%	0	0	0
MK BOOKS INDIA	638.00	2,245	138.0	1.276	2.5	34%	0	0	0
RSONS	554.00	481	54.0	1.108	4.5	84%	0	0	0
Bookflow	652.50	3,100	152.5	1.305	3.5	67%	0	0	0
BooksRaja	570.00	171	70.0	1.14	4.5	85%	0	0	0
Goodread Bookstore	675.00	579	175.0	1.35	5	97%	1	0	0
ReadAhead	675.00	213	175.0	1.35	4	79%	0	0	0
ScribbleGraffito	615.00	29	115.0	1.23	4.5	91%	0	0	0
Skycart	622.00	479	122.0	1.244	4.5	90%	0	0	0
Reader's stock	500.00	34	0.0	1.0	4.5	100%	0	0	0
Wish Your Book	630.00		130.0	1.26			0	0	0
Browsers' Lounge	637.50	122	137.5	1.275	4.5	96%	0	0	0
Santusti Enterprises	750.00	26	250.0	1.5	4	81%	0	0	0
Abhinav Books Store	660.00	60	160.0	1.32	3	54%	0	0	0
Books Cloud	680.00	1	180.0	1.36	1	0%	0	0	0
A to Z Book House	750.00	1,275	250.0	1.5	3	46%	0	0	0
Bookswagon	1697.00	6,375	1197.0	3.394	4	70%	0	0	0
Bookswagon	1874.00	6,375	1374.0	3.748	4	70%	0	0	0
Bookswagon	1875.00	6,375	1375.0	3.75	4	70%	0	0	0
Sunrise Book store	1692.00	1,356	1192.0	3.384	3.5	61%	0	0	0
Bookswagon	1905.00	6,375	1405.0	3.81	4	70%	0	0	0
B2A UK	1931.00	6,928	1431.0	3.862	4.5	83%	0	0	0
Bookswagon	1936.00	6,375	1436.0	3.872	4	70%	0	0	0
Sunrise Book store	1782.00	1,356	1282.0	3.564	3.5	61%	0	0	0
Sunrise Book store	1851.00	1,356	1351.0	3.702	3.5	61%	0	0	0
etohfa	4072.00	23	3572.0	8.144	5	100%	0	0	0
Bookswagon	1936.00	6,375	1436.0	3.872	4	70%	0	0	0
