Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Universal Book Zone	180.00	272	30.0	1.2	4	73%	0	0	0
Fair N Frank Book Seller	150.00	148	0.0	1.0	4	81%	0	0	0
PICK A BOOKS	170.00	165	20.0	1.1333	4	78%	0	0	0
J B Books Sellers & Distributors	185.00	770	35.0	1.2333	4	81%	0	0	0
PUSTKAM	249.00	13	99.0	1.66	4.5	85%	0	0	0
Asian booksellers	200.00	24	50.0	1.3333	4	72%	0	0	0
M S BOOK ZONE	199.00	10	49.0	1.3267	4	70%	0	0	0
MAC Books	200.00	15	50.0	1.3333	3.5	60%	0	0	0
HKGNBooks	200.00	1	50.0	1.3333	5	100%	0	0	0
Sampath Vijaya Vinayaka	282.00	76	132.0	1.88	4	74%	0	0	0
A P Book House	240.00		90.0	1.6			0	0	0
HHH Books Shop	290.00	47	140.0	1.9333	3.5	62%	0	0	0
Sai Kritin	295.00	16	145.0	1.9667	4	63%	0	0	0
SK Book HUb	250.00	5	100.0	1.6667	3.5	60%	0	0	0
OLD IS GOLD BOOK'S	250.00	64	100.0	1.6667	3	56%	0	0	0
BOOK LOVER'S	329.00	69	179.0	2.1933	4	80%	0	0	0
NIZAM BOOKS	349.00	25	199.0	2.3267	4	76%	0	0	0
2GUYS CREATION	250.00	16	100.0	1.6667	3	56%	0	0	0
Infinity Books- Fast Delivery	380.00	171	230.0	2.5333	3.5	66%	0	0	0
Yuvika Books House	350.00	13	200.0	2.3333	4.5	85%	0	0	0
GB BOOK SHOP	290.00	21	140.0	1.9333	4	67%	0	0	0
Simmra Book House	349.00	62	199.0	2.3267	4.5	84%	0	0	0
Bala Book Center	415.00	11	265.0	2.7667	3	45%	0	0	0
NS Book Shop Old	335.00	45	185.0	2.2333	4	71%	0	0	0
Roshan's Book Center	440.00	128	290.0	2.9333	3.5	69%	0	0	0
Kite Book Shop	350.00	1	200.0	2.3333	1	0%	0	0	0
Book&Books	400.00		250.0	2.6667			0	0	0
Bharatiyam Books	387.00	92	237.0	2.58	4	69%	0	0	0
EDUCATION BOOK CORNER	499.00	1	349.0	3.3267	3	0%	0	0	0
STUDENT BOOK STALL VVNAGAR	540.00	96	390.0	3.6	3.5	67%	0	0	0
Cloudtail India	730.00	1,299,285	580.0	4.8667	4.5	92%	1	1	1
Bookwuk	595.00	13	445.0	3.9667	3	54%	0	0	0
Swetha Books	690.00	14	540.0	4.6	3.5	57%	0	0	0
GangaGya Competition Book House	751.00	3	601.0	5.0067	4	67%	0	0	0
Shopbyheart	750.00	23	600.0	5.0	4	78%	0	0	0
Mittal Books India	857.00	15,729	707.0	5.7133	4.5	95%	1	0	0
ReaderBooks	784.00	442	634.0	5.2267	4	72%	0	0	0
uRead-Store	876.00	25,151	726.0	5.84	4.5	92%	1	0	0
ALL INDIA BOOK STORE	786.00	9	636.0	5.24	3.5	67%	0	0	0
chandbookdepot	809.00		659.0	5.3933			0	0	0
Inetrade India	839.69	3,255	689.69	5.5979	4	75%	0	0	0
Sunrise Book store	815.00	1,359	665.0	5.4333	3.5	61%	0	0	0
BOOK CENTRE	872.00	862	722.0	5.8133	4	81%	0	0	0
Rama BOOKS	805.56	6	655.56	5.3704	3.5	67%	0	0	0
Darth Vader	871.00	61	721.0	5.8067	4	77%	0	0	0
UNIVERSAL BOOK SHOWROOMS	887.00	1,081	737.0	5.9133	4	80%	0	0	0
JAIN BOOK SHOP, Satya Niketan	799.00		649.0	5.3267			0	0	0
NEWLIGHT BOOK HOUSE	899.00	135	749.0	5.9933	3.5	67%	0	0	0
Kushii Radiance Bookshop	864.00	63	714.0	5.76	4.5	84%	0	0	0
V5MARK	868.00	8	718.0	5.7867	4	75%	0	0	0
Universal Book Zone	250.00	272	100.0	1.6667	4	73%	0	0	0
PICK A BOOKS	199.00	165	49.0	1.3267	4	78%	0	0	0
BooksRaja	879.00	171	729.0	5.86	4.5	85%	0	0	0
Books-a-zillion	959.00	89	809.0	6.3933	4	82%	0	0	0
SAI BOOKS	890.00	181	740.0	5.9333	3	46%	0	0	0
Booksmandi	959.00	2,531	809.0	6.3933	4.5	89%	0	0	0
Ebookstore	1183.00	522	1033.0	7.8867	4.5	85%	0	0	0
ASIAN TREASURES	1259.00	18	1109.0	8.3933	4.5	94%	0	0	0
Speedy_Books	1443.00	490	1293.0	9.62	4.5	81%	0	0	0
Universal Books House	1777.00	1	1627.0	11.8467	5	100%	0	0	0
MAC Books	200.00	15	50.0	1.3333	3.5	60%	0	0	0
Sampath Vijaya Vinayaka	323.00	76	173.0	2.1533	4	74%	0	0	0
Sampath Vijaya Vinayaka	326.00	76	176.0	2.1733	4	74%	0	0	0
OLD IS GOLD BOOK'S	250.00	64	100.0	1.6667	3	56%	0	0	0
OLD IS GOLD BOOK'S	345.00	64	195.0	2.3	3	56%	0	0	0
BooksRaja	879.00	171	729.0	5.86	4.5	85%	0	0	0
Books-a-zillion	959.00	89	809.0	6.3933	4	82%	0	0	0
Sunrise Book store	870.00	1,359	720.0	5.8	3.5	61%	0	0	0
SAI BOOKS	949.00	181	799.0	6.3267	3	46%	0	0	0
Sampath Vijaya Vinayaka	342.00	76	192.0	2.28	4	74%	0	0	0
SAI BOOKS	949.00	181	799.0	6.3267	3	46%	0	0	0
