Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	279.00	1,526	0.0	1.0	3.5	67%	0	0	0
uRead-Store	325.00	25,134	46.0	1.1649	4.5	92%	1	0	0
Amazing_Buy	325.00	17,787	46.0	1.1649	4.5	95%	1	0	1
Bookflow	347.13	3,100	68.13	1.2442	3.5	67%	0	0	0
R-our Book	311.00	1,304	32.0	1.1147	4	78%	0	0	0
RSONS	295.00	481	16.0	1.0573	4.5	84%	0	0	0
HERITAGE PUBLISHERS	375.00	783	96.0	1.3441	4.5	94%	0	0	0
Essay Shopping Malls	380.00	52	101.0	1.362	4	75%	0	0	0
Randomindia	307.00	9	28.0	1.1004	3.5	67%	0	0	0
ReadAhead	399.00	213	120.0	1.4301	4	79%	0	0	0
Buy24*7	399.00	19	120.0	1.4301	4.5	89%	0	0	0
Skycart	331.00	479	52.0	1.1864	4.5	90%	0	0	0
ScribbleGraffito	327.18	29	48.18	1.1727	4.5	91%	0	0	0
V5MARK	302.00	8	23.0	1.0824	4	75%	0	0	0
Winmaarc	410.00	118	131.0	1.4695	3.5	68%	0	0	0
BooksRaja	312.00	171	33.0	1.1183	4.5	85%	0	0	0
Abhinav Books Store	351.12	60	72.12	1.2585	3	54%	0	0	0
The Bookhive	350.00	43	71.0	1.2545	4	80%	0	0	0
Wish Your Book	347.13		68.13	1.2442			0	0	0
BookAdda	355.00	365	76.0	1.2724	3	47%	0	0	0
Bookflow	359.10	3,100	80.1	1.2871	3.5	67%	0	0	0
MEETA BOOKS	359.00	47	80.0	1.2867	2.5	36%	0	0	0
Venture360	379.00	25	100.0	1.3584	3	52%	0	0	0
Booksmandi	336.00	2,531	57.0	1.2043	4.5	89%	0	0	0
Maitry book Agency	399.00	139	120.0	1.4301	3.5	68%	0	0	0
Bookswagon	549.00	6,382	270.0	1.9677	4	70%	0	0	0
Sunrise Book store	699.00	1,357	420.0	2.5054	3.5	61%	0	0	0
INFINITE BOOKS	918.87	286	639.87	3.2934	5	99%	0	0	0
D R	1806.00	12,168	1527.0	6.4731	4	82%	0	0	0
Books-a-zillion	359.10	89	80.1	1.2871	4	82%	0	0	0
HERITAGE PUBLISHERS	379.00	783	100.0	1.3584	4.5	94%	0	0	0
Buy24*7	399.00	19	120.0	1.4301	4.5	89%	0	0	0
Abhinav Books Store	359.10	60	80.1	1.2871	3	54%	0	0	0
Bookswagon	595.00	6,382	316.0	2.1326	4	70%	0	0	0
Bookswagon	638.00	6,382	359.0	2.2867	4	70%	0	0	0
Sunrise Book store	544.00	1,357	265.0	1.9498	3.5	61%	0	0	0
