Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	418.00	25,145	0.0	1.0	4.5	92%	1	0	0
Cloudtail India	418.00	1,299,276	0.0	1.0	4.5	92%	1	1	1
World500	468.00	3,271	50.0	1.1196	4	76%	0	0	0
ApnaBazzar	550.00	49	132.0	1.3158	3.5	63%	0	0	0
Mittal Books India	553.00	15,728	135.0	1.323	4.5	95%	1	0	0
Crossword Bookstores Ltd	559.00	2,475	141.0	1.3373	4	74%	0	0	0
Amazing_Buy	564.00	17,789	146.0	1.3493	4.5	95%	1	0	0
R-our Book	524.00	1,305	106.0	1.2536	4	77%	0	0	0
WORDS CARE	492.00	6	74.0	1.177	2	17%	0	0	0
MK BOOKS INDIA	594.00	2,249	176.0	1.4211	2.5	34%	0	0	0
Inetrade India	521.48	3,254	103.48	1.2476	4	75%	0	0	0
Book Selection Centre	517.00	136	99.0	1.2368	4.5	96%	0	0	0
AskTech Books	523.00	2	105.0	1.2512	2.5	50%	0	0	0
Bookflow	608.13	3,100	190.13	1.4549	3.5	68%	0	0	0
Sri Ganesha Books	503.00	382	85.0	1.2033	4	82%	0	0	0
FOUNTAINHEAD	503.00	98	85.0	1.2033	4.5	91%	0	0	0
RSONS	517.00	481	99.0	1.2368	4.5	84%	0	0	0
Goodread Bookstore	503.00	579	85.0	1.2033	5	97%	0	0	0
SBM Enterprises	517.26	48	99.26	1.2375	4	75%	0	0	0
Randomindia	538.00	9	120.0	1.2871	3.5	67%	0	0	0
TODAY READERS	459.00	23	41.0	1.0981	4.5	82%	0	0	0
A Mind's Bookstore	510.00	1,409	92.0	1.2201	4.5	89%	0	0	0
MONOBO BOOKS	510.00	117	92.0	1.2201	4.5	86%	0	0	0
ABRB	629.00	60	211.0	1.5048	4	82%	0	0	0
The Bookhive	559.20	43	141.2	1.3378	4	80%	0	0	0
Book Cob	635.00	77	217.0	1.5191	4.5	87%	0	0	0
fairdealenterprise	524.25	45	106.25	1.2542	2	25%	0	0	0
W S Retaill	645.00	34	227.0	1.5431	3.5	68%	0	0	0
S B T books	647.00	113	229.0	1.5478	4.5	88%	0	0	0
Comma365	608.00	2,242	190.0	1.4545	4.5	95%	0	0	0
Booknow	545.00	898	127.0	1.3038	4	80%	0	0	0
ScribbleGraffito	573.18	29	155.18	1.3712	4.5	91%	0	0	0
GBD BOOKS	559.00	232	141.0	1.3373	4	68%	0	0	0
HERITAGE PUBLISHERS	657.00	783	239.0	1.5718	4.5	94%	0	0	0
O_Store	503.28	593	85.28	1.204	4.5	87%	0	0	0
SRBOOKWORLD	659.00	404	241.0	1.5766	4.5	93%	0	0	0
BooksRaja	535.00	171	117.0	1.2799	4.5	85%	0	0	0
Suryan Books	559.00	39	141.0	1.3373	4.5	95%	0	0	0
Mumbai gift corner	664.00	720	246.0	1.5885	4.5	89%	0	0	0
Browsers' Lounge	559.20	122	141.2	1.3378	4.5	96%	0	0	0
Suraj Trading - Express Delivery	568.00	48	150.0	1.3589	3	53%	0	0	0
V5MARK	537.00	8	119.0	1.2847	4	75%	0	0	0
Wish Your Book	587.16		169.16	1.4047			0	0	0
