Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
STM Traders Pvt Ltd	395.01	1,278	0.0	1.0	4.5	89%	1	0	0
Manav Books	399.00	1,856	3.99	1.0101	4	77%	1	0	0
Yuvika Books House	480.00	13	84.99	1.2152	4.5	85%	0	0	0
Simmra Book House	480.00	62	84.99	1.2152	4.5	84%	0	0	0
Paramount Book Distributors	515.00	10	119.99	1.3038	3	50%	0	0	0
JBCPD	711.00	32,618	315.99	1.8	4.5	93%	1	0	0
Books-a-zillion	649.00	89	253.99	1.643	4	82%	0	0	0
Ebookstore	825.00	522	429.99	2.0886	4.5	85%	0	0	0
Book eHub	919.00	32	523.99	2.3265	4	72%	0	0	0
ASIAN TREASURES	1239.00	18	843.99	3.1366	4.5	94%	0	0	0
