Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	468.00	3,268	68.0	1.17	4	76%	0	0	0
Amazing_Buy	480.00	17,787	80.0	1.2	4.5	95%	1	0	0
uRead-Store	480.00	25,138	80.0	1.2	4.5	92%	1	0	1
mansion books	400.00	86	0.0	1.0	4.5	86%	0	0	0
Buy Amazing Books	489.00	3,555	89.0	1.2225	3	51%	0	0	0
aMuse	524.00	256	124.0	1.31	4.5	86%	1	0	0
Capsbookz	524.00		124.0	1.31			0	0	0
Mittal Books India	553.00	15,728	153.0	1.3825	4.5	95%	1	0	0
MK BOOKS INDIA	594.00	2,247	194.0	1.485	2.5	34%	0	0	0
Mumbai gift corner	594.00	720	194.0	1.485	4.5	89%	0	0	0
Inetrade India	521.48	3,253	121.48	1.3037	4	75%	0	0	0
Sri Ganesha Books	503.00	382	103.0	1.2575	4	82%	0	0	0
FOUNTAINHEAD	503.00	98	103.0	1.2575	4.5	91%	0	0	0
Comma365	576.00	2,242	176.0	1.44	4.5	95%	0	0	0
Royal500	624.00	882	224.0	1.56	4.5	92%	0	0	0
ReadAhead	629.00	213	229.0	1.5725	4	79%	0	0	0
Bookflow	629.10	3,100	229.1	1.5728	3.5	68%	0	0	0
The Bookhive	559.20	43	159.2	1.398	4	80%	0	0	0
aspire india	559.00	331	159.0	1.3975	4	73%	0	0	0
Goodread Bookstore	650.00	579	250.0	1.625	5	97%	1	0	0
Skycart	580.00	479	180.0	1.45	4.5	90%	0	0	0
ScribbleGraffito	580.17	29	180.17	1.4504	4.5	91%	0	0	0
Booknow	559.00	898	159.0	1.3975	4	80%	0	0	0
Browsers' Lounge	559.20	122	159.2	1.398	4.5	96%	0	0	0
Book store01	649.00	14	249.0	1.6225	3.5	57%	0	0	0
fairdealenterprise	538.23	44	138.23	1.3456	2	27%	0	0	0
S B T books	645.00	113	245.0	1.6125	4.5	88%	0	0	0
W S Retaill	645.00	34	245.0	1.6125	3.5	68%	0	0	0
BSK Book	659.00	160	259.0	1.6475	3.5	61%	0	0	0
Booksmandi	560.00	2,531	160.0	1.4	4.5	89%	0	0	0
CrossWord Books	643.00	116	243.0	1.6075	5	95%	0	0	0
Santusti Enterprises	699.00	26	299.0	1.7475	4	81%	0	0	0
killer,sbooks	699.00	18	299.0	1.7475	5	100%	0	0	0
BookInc	651.00	17	251.0	1.6275	4.5	94%	0	0	0
Amazing BookS	559.00	106	159.0	1.3975	3	54%	0	0	0
BW ENTERPRISES	545.00	44	145.0	1.3625	4	79%	0	0	0
Books-a-zillion	629.10	89	229.1	1.5728	4	82%	0	0	0
BOOKKR	699.00	5	299.0	1.7475	3.5	60%	0	0	0
Kushii Radiance Bookshop	665.00	63	265.0	1.6625	4.5	84%	0	0	0
A to Z Book House	699.00	1,275	299.0	1.7475	3	46%	0	0	0
ReadAhead	629.00	213	229.0	1.5725	4	79%	0	0	0
Bookflow	629.10	3,100	229.1	1.5728	3.5	68%	0	0	0
SN Square	769.00	59	369.0	1.9225	4	75%	0	0	0
ROSHAN COLLECTION	778.92		378.92	1.9473			0	0	0
