Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	401.00	3,277	0.0	1.0	4	76%	0	0	0
BooksStation	479.00		78.0	1.1945			0	0	0
Book,stage	479.00		78.0	1.1945			0	0	0
BOOKFACTRY	479.00	1	78.0	1.1945	5	100%	0	0	0
MK BOOKS INDIA	509.00	2,249	108.0	1.2693	2.5	34%	0	0	0
Bookflow	521.13	3,100	120.13	1.2996	3.5	68%	0	0	0
Book Selection Centre	443.00	136	42.0	1.1047	4.5	96%	0	0	1
GBD BOOKS	479.00	232	78.0	1.1945	4	68%	0	0	0
Inetrade India	499.68	3,255	98.68	1.2461	4	75%	0	0	0
Skycart	500.00	479	99.0	1.2469	4.5	90%	0	0	0
ScribbleGraffito	497.17	29	96.17	1.2398	4.5	91%	0	0	0
Sunrise Book store	458.00	1,359	57.0	1.1421	3.5	61%	0	0	0
BooksRaja	457.00	171	56.0	1.1397	4.5	85%	0	0	0
super book distributors	500.00	2	99.0	1.2469	5	100%	0	0	0
RSONS	498.00	481	97.0	1.2419	4.5	84%	0	0	0
Maa Lalitha Book Store	599.00		198.0	1.4938			0	0	0
Book store01	574.00	14	173.0	1.4314	3.5	57%	0	0	0
fairdealenterprise	461.23	45	60.23	1.1502	2	25%	0	0	0
Venture360	569.00	25	168.0	1.419	3	52%	0	0	0
BOOKKR	599.00	5	198.0	1.4938	3.5	60%	0	0	0
Bookflow	539.10	3,100	138.1	1.3444	3.5	68%	0	0	0
Books-a-zillion	539.10	89	138.1	1.3444	4	82%	0	0	0
Amazing BookS	479.00	106	78.0	1.1945	3	54%	0	0	0
BW ENTERPRISES	479.00	44	78.0	1.1945	4	79%	0	0	0
A to Z Book House	599.00	1,275	198.0	1.4938	3	46%	0	0	0
The Grand_Store	580.00	10	179.0	1.4464	3	50%	0	0	0
SAI BOOKS	599.00	181	198.0	1.4938	3	46%	0	0	0
S B T books	556.00	113	155.0	1.3865	4.5	88%	0	0	0
W S Retaill	555.00	34	154.0	1.384	3.5	68%	0	0	0
Universal Books House	786.00	1	385.0	1.9601	5	100%	0	0	0
ScribbleGraffito	497.17	29	96.17	1.2398	4.5	91%	0	0	0
