Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books-On-Demand	1276.00	8,424	0.0	1.0	4.5	94%	1	0	1
SansRack	1277.00	1,050	1.0	1.0008	4.5	94%	1	0	0
SAnSRack	1367.00	14	91.0	1.0713	4	79%	0	0	0
Bookswagon	2621.00	6,375	1345.0	2.0541	4	70%	0	0	0
Sunrise Book store	2646.00	1,356	1370.0	2.0737	3.5	61%	0	0	0
Atlantic Publishers and Distributors	2749.00	14,537	1473.0	2.1544	4.5	94%	0	0	0
B2A UK	2764.00	6,928	1488.0	2.1661	4.5	83%	0	0	0
Peacockbooks	2707.00	2,801	1431.0	2.1215	4.5	92%	0	0	0
INFINITE BOOKS	2890.07	283	1614.07	2.2649	5	99%	0	0	0
etohfa	4943.00	23	3667.0	3.8738	5	100%	0	0	0
SansRack	1277.00	1,050	1.0	1.0008	4.5	94%	0	0	0
Repro Books-On-Demand	2209.00	8,424	933.0	1.7312	4.5	94%	1	0	1
Bookswagon	2719.00	6,375	1443.0	2.1309	4	70%	0	0	0
Atlantic Publishers and Distributors	2635.00	14,537	1359.0	2.065	4.5	94%	0	0	0
Peacockbooks	2733.00	2,801	1457.0	2.1418	4.5	92%	0	0	0
Bookswagon	2764.00	6,375	1488.0	2.1661	4	70%	0	0	0
Sunrise Book store	2657.00	1,356	1381.0	2.0823	3.5	61%	0	0	0
