Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Drishti BooksEnterprise2020	650.00		95.0	1.1712			0	0	0
Bookswale Hyderabad	555.00	78	0.0	1.0	3	43%	0	0	0
Cloudtail India	677.00	1,299,333	122.0	1.2198	4.5	92%	1	1	1
P R Publishers & Distributors	700.00	11	145.0	1.2613	4	73%	0	0	0
Infinity Books- Fast Delivery	775.00	171	220.0	1.3964	3.5	66%	0	0	0
Bookswagon	889.00	6,390	334.0	1.6018	4	70%	0	0	0
Atlantic Publishers and Distributors	879.00	14,542	324.0	1.5838	4.5	94%	0	0	0
Peacockbooks	934.00	2,802	379.0	1.6829	4.5	92%	0	0	0
INFINITE BOOKS	1069.31	291	514.31	1.9267	5	99%	0	0	0
Sunrise Book store	884.00	1,360	329.0	1.5928	3.5	61%	0	0	0
Bookswagon	1109.00	6,390	554.0	1.9982	4	70%	0	0	0
Fast Media 2	1139.63	6,007	584.63	2.0534	4	72%	0	0	0
Mittal Books India	1141.00	15,729	586.0	2.0559	4.5	95%	1	0	0
Bookswagon	1144.00	6,390	589.0	2.0613	4	70%	0	0	0
Sunrise Book store	969.00	1,360	414.0	1.7459	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1180.00	14,542	625.0	2.1261	4.5	94%	0	0	0
Sunrise Book store	1118.00	1,360	563.0	2.0144	3.5	61%	0	0	0
JustBuyBooks	1332.00	27	777.0	2.4	3.5	70%	0	0	0
Fast Media 2	1530.19	6,007	975.19	2.7571	4	72%	0	0	0
KLICKHIGH	8343.00	13	7788.0	15.0324	3.5	62%	0	0	0
Bookswagon	1144.00	6,390	589.0	2.0613	4	70%	0	0	0
Bookswagon	1770.00	6,390	1215.0	3.1892	4	70%	0	0	0
