Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	750.00	1,299,238	120.0	1.1905	4.5	92%	1	1	1
Sunrise Book store	659.00	1,358	29.0	1.046	3.5	61%	0	0	0
Rama BOOKS	630.00	6	0.0	1.0	3.5	67%	0	0	0
radhika A communication	712.00	29	82.0	1.1302	4	77%	0	0	0
BOOK CENTRE	750.00	862	120.0	1.1905	4	81%	0	0	0
V5MARK	688.00	8	58.0	1.0921	4	75%	0	0	0
Manila Books Services	750.00	13	120.0	1.1905	4.5	92%	0	0	0
Books-a-zillion	750.00	89	120.0	1.1905	4	82%	0	0	0
Booksmandi	713.00	2,531	83.0	1.1317	4.5	89%	0	0	0
SAI BOOKS	742.00	181	112.0	1.1778	3	46%	0	0	0
Sunrise Book store	659.00	1,358	29.0	1.046	3.5	61%	0	0	0
Books-a-zillion	750.00	89	120.0	1.1905	4	82%	0	0	0
SAI BOOKS	742.00	181	112.0	1.1778	3	46%	0	0	0
Ebookstore	1017.00	522	387.0	1.6143	4.5	85%	0	0	0
Books Cloud	790.00	1	160.0	1.254	1	0%	0	0	0
Book eHub	1061.00	32	431.0	1.6841	4	72%	0	0	0
ASIAN TREASURES	1094.00	18	464.0	1.7365	4.5	94%	0	0	0
Speedy_Books	1176.00	490	546.0	1.8667	4.5	81%	0	0	0
Books-a-zillion	750.00	89	120.0	1.1905	4	82%	0	0	0
SAI BOOKS	965.00	181	335.0	1.5317	3	46%	0	0	0
