Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Booklover's Delight	599.00	3	0.0	1.0	3.5	67%	0	0	0
Infinity Books- Fast Delivery	650.00	171	51.0	1.0851	3.5	66%	0	0	1
Global Book Store	750.34	623	151.34	1.2527	5	99%	0	0	0
Cloudtail India	834.00	1,299,335	235.0	1.3923	4.5	92%	1	1	0
Best Price_	775.00	224	176.0	1.2938	4	82%	0	0	0
Bookswagon	933.00	6,390	334.0	1.5576	4	70%	0	0	0
Sunrise Book store	928.00	1,360	329.0	1.5492	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1049.00	14,542	450.0	1.7513	4.5	94%	0	0	0
Peacockbooks	1101.00	2,803	502.0	1.8381	4.5	92%	0	0	0
JustBuyBooks	1233.00	27	634.0	2.0584	3.5	70%	0	0	0
Bookswagon	1172.00	6,390	573.0	1.9566	4	70%	0	0	0
Atlantic Publishers and Distributors	1227.00	14,542	628.0	2.0484	4.5	94%	0	0	0
JustBuyBooks	1233.00	27	634.0	2.0584	3.5	70%	0	0	0
Bookswagon	1273.00	6,390	674.0	2.1252	4	70%	0	0	0
Sunrise Book store	1140.00	1,360	541.0	1.9032	3.5	61%	0	0	0
Sunrise Book store	1366.00	1,360	767.0	2.2805	3.5	61%	0	0	0
Sunrise Book store	1254.00	1,360	655.0	2.0935	3.5	61%	0	0	0
Fast Media 2	1962.09	6,007	1363.09	3.2756	4	72%	0	0	0
Universal Books House	1999.00	1	1400.0	3.3372	5	100%	0	0	0
