Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	96.00	1,532	13.93	1.1697	3.5	67%	0	0	0
World500	99.00	3,271	16.93	1.2063	4	76%	0	0	0
Buy Amazing Books	102.00	3,557	19.93	1.2428	3	51%	0	0	0
The Browser Bookstore	145.00	37	62.93	1.7668	3.5	69%	0	0	0
Angoor Prakashann	145.00	52	62.93	1.7668	4	80%	0	0	1
Inetrade India	82.07	3,254	0.0	1.0	4	75%	0	0	0
Prism Books Pvt Ltd	131.00	1,014	48.93	1.5962	4.5	83%	0	0	0
super book distributors	110.00	2	27.93	1.3403	5	100%	0	0	0
DARPAN	130.00	33	47.93	1.584	4.5	85%	0	0	0
Wisdom Tree Direct	145.00	38	62.93	1.7668	4.5	92%	0	0	0
BW ENTERPRISES	112.00	44	29.93	1.3647	4	79%	0	0	0
Balaji World of Books	131.00	14	48.93	1.5962	4.5	93%	0	0	0
PRISM ONLINE	145.00	62	62.93	1.7668	4	68%	0	0	0
Skycart	140.00	479	57.93	1.7059	4.5	90%	0	0	0
Booknow	113.00	898	30.93	1.3769	4	80%	0	0	0
A to Z Book House	145.00	1,275	62.93	1.7668	3	46%	0	0	0
chaudhary book store	145.00	1	62.93	1.7668	5	100%	0	0	0
Books-a-zillion	145.00	89	62.93	1.7668	4	82%	0	0	0
