Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1153.00	14,538	0.0	1.0	4.5	94%	0	0	1
Peacockbooks	1205.00	2,801	52.0	1.0451	4.5	92%	0	0	0
Bookswagon	1309.00	6,385	156.0	1.1353	4	70%	0	0	0
Sunrise Book store	1367.00	1,358	214.0	1.1856	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1454.00	14,538	301.0	1.2611	4.5	94%	0	0	1
INFINITE BOOKS	1612.57	288	459.57	1.3986	5	99%	0	0	0
SmartGlobal	2022.00	212	869.0	1.7537	3	50%	0	0	0
Fast Media 2	2121.52	6,005	968.52	1.84	4	72%	0	0	0
D R	2238.00	12,169	1085.0	1.941	4	82%	0	0	0
Bookswagon	1432.00	6,385	279.0	1.242	4	70%	0	0	0
Sunrise Book store	1348.00	1,358	195.0	1.1691	3.5	61%	0	0	0
Sunrise Book store	1394.00	1,358	241.0	1.209	3.5	61%	0	0	0
