Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	165.00	1,532	0.0	1.0	3.5	67%	0	0	0
World500	201.00	3,271	36.0	1.2182	4	76%	0	0	0
PIYUSH PUBLISHER AND DISTRIBUTORS	250.00	18	85.0	1.5152	4	73%	0	0	0
Cloudtail India	255.00	1,299,276	90.0	1.5455	4.5	92%	1	1	1
Angoor Prakashann	255.00	52	90.0	1.5455	4	80%	0	0	0
Inetrade India	193.04	3,254	28.04	1.1699	4	75%	0	0	0
BOOKS MASTER	236.00	22	71.0	1.4303	4	77%	0	0	0
super book distributors	220.00	2	55.0	1.3333	5	100%	0	0	0
MK BOOKS INDIA	295.00	2,249	130.0	1.7879	2.5	34%	0	0	0
DARPAN	265.00	33	100.0	1.6061	4.5	85%	0	0	0
vishwam books	325.00	24	160.0	1.9697	4	71%	0	0	0
Booknow	230.00	898	65.0	1.3939	4	80%	0	0	0
Balaji World of Books	266.00	14	101.0	1.6121	4.5	93%	0	0	0
Wisdom Tree Direct	295.00	38	130.0	1.7879	4.5	92%	0	0	0
Booksmandi	257.00	2,531	92.0	1.5576	4.5	89%	0	0	0
JAYA	280.00	14	115.0	1.697	4	71%	0	0	0
IMPACT BOOKS	275.00	108	110.0	1.6667	4.5	95%	0	0	0
Okhla Book Distributor	236.00	60	71.0	1.4303	4.5	95%	0	0	0
Kushii Radiance Bookshop	281.00	63	116.0	1.703	4.5	84%	0	0	0
VNSstores	295.00	33	130.0	1.7879	3.5	61%	0	0	0
Books-a-zillion	295.00	89	130.0	1.7879	4	82%	0	0	0
Ambe Books	357.67	2	192.67	2.1677	3	50%	0	0	0
Ginni Books	357.67	9	192.67	2.1677	4.5	89%	0	0	0
Ginni Books	357.74	9	192.74	2.1681	4.5	89%	0	0	0
SAI BOOKS	292.00	181	127.0	1.7697	3	46%	0	0	0
Universal Books House	445.00	1	280.0	2.697	5	100%	0	0	0
