Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	229.00	6,601	0.0	1.0	4.5	85%	0	0	0
Buy Amazing Books	271.00	3,558	42.0	1.1834	3	51%	0	0	0
World500	271.00	3,277	42.0	1.1834	4	76%	0	0	0
uRead-Store	298.00	25,151	69.0	1.3013	4.5	92%	1	0	0
Amazing_Buy	298.00	17,790	69.0	1.3013	4.5	95%	1	0	1
tbymj	299.00		70.0	1.3057			0	0	0
PKS RETAIL	308.00	4	79.0	1.345	5	100%	0	0	0
Essay Shopping Malls	320.00	52	91.0	1.3974	4	75%	0	0	0
Inetrade India	261.07	3,256	32.07	1.14	4	75%	0	0	0
ReadAhead	359.00	213	130.0	1.5677	4	79%	0	0	0
Bookflow	359.10	3,100	130.1	1.5681	3.5	68%	0	0	0
Sri Ganesha Books	287.00	382	58.0	1.2533	4	82%	0	0	0
AskTech Books	308.00	2	79.0	1.345	2.5	50%	0	0	0
A Mind's Bookstore	291.00	1,409	62.0	1.2707	4.5	89%	0	0	0
aspire india	375.00	332	146.0	1.6376	4	72%	1	0	0
HERITAGE PUBLISHERS	379.00	783	150.0	1.655	4.5	94%	0	0	0
O_Store	299.25	593	70.25	1.3068	4.5	87%	0	0	0
Comma365	344.00	2,242	115.0	1.5022	4.5	95%	0	0	0
Browsers' Lounge	319.20	122	90.2	1.3939	4.5	96%	0	0	0
The Bookhive	319.20	43	90.2	1.3939	4	80%	0	0	0
Royal500	397.00	882	168.0	1.7336	4.5	92%	0	0	0
Suryan Books	319.00	39	90.0	1.393	4.5	95%	0	0	0
Book store01	369.00	14	140.0	1.6114	3.5	57%	0	0	0
S B T books	369.00	113	140.0	1.6114	4.5	88%	0	0	0
W S Retaill	368.00	34	139.0	1.607	3.5	68%	0	0	0
famous_Books	399.00	4	170.0	1.7424	4.5	75%	0	0	0
MK BOOKS INDIA	399.00	2,249	170.0	1.7424	2.5	34%	0	0	0
Randomindia	319.00	9	90.0	1.393	3.5	67%	0	0	0
Santusti Enterprises	399.00	26	170.0	1.7424	4	81%	0	0	0
Buy24*7	399.00	19	170.0	1.7424	4.5	89%	0	0	0
SBM Enterprises	311.22	48	82.22	1.359	4	75%	0	0	0
Skycart	331.00	479	102.0	1.4454	4.5	90%	0	0	0
Sunrise Book store	327.00	1,359	98.0	1.4279	3.5	61%	0	0	0
ScribbleGraffito	331.17	29	102.17	1.4462	4.5	91%	0	0	0
BW ENTERPRISES	319.00	44	90.0	1.393	4	79%	0	0	0
BSK Book	389.00	160	160.0	1.6987	3.5	60%	0	0	0
Booknow	311.00	898	82.0	1.3581	4	80%	0	0	0
CrossWord Books	367.00	116	138.0	1.6026	5	95%	0	0	0
BooksRaja	322.00	171	93.0	1.4061	4.5	85%	0	0	0
Suraj Trading - Express Delivery	324.00	48	95.0	1.4148	3	53%	0	0	0
Vaishno Books Store	355.11	7	126.11	1.5507	4.5	86%	0	0	0
Starmark	359.10	2,139	130.1	1.5681	3.5	68%	0	0	0
BOOKKR	399.00	5	170.0	1.7424	3.5	60%	0	0	0
BookInc	360.00	17	131.0	1.5721	4.5	94%	0	0	0
Booksmandi	336.00	2,531	107.0	1.4672	4.5	89%	0	0	0
amazingbuy_	359.00	1	130.0	1.5677	5	100%	0	0	0
Shreeganesh16	369.00	27	140.0	1.6114	4.5	83%	0	0	0
Venture360	379.00	25	150.0	1.655	3	52%	0	0	0
READERS CHOICE BOOKS	359.00	100	130.0	1.5677	4	76%	0	0	0
Books-a-zillion	359.10	89	130.1	1.5681	4	82%	0	0	0
Bookflow	359.10	3,100	130.1	1.5681	3.5	68%	0	0	0
S B T books	371.00	113	142.0	1.6201	4.5	88%	0	0	0
W S Retaill	369.00	34	140.0	1.6114	3.5	68%	0	0	0
BOOK CENTRE	376.00	862	147.0	1.6419	4	81%	0	0	0
PRISM ONLINE	399.00	62	170.0	1.7424	4	68%	0	0	0
A to Z Book House	399.00	1,275	170.0	1.7424	3	45%	0	0	0
SN Square	439.00	59	210.0	1.917	4	75%	0	0	0
ROSHAN COLLECTION	454.92		225.92	1.9866			0	0	0
SAI BOOKS	395.00	181	166.0	1.7249	3	46%	0	0	0
Bookswagon	655.00	6,387	426.0	2.8603	4	70%	0	0	0
aspire india	319.00	332	90.0	1.393	4	72%	0	0	0
Buy24*7	399.00	19	170.0	1.7424	4.5	89%	0	0	0
ScribbleGraffito	331.17	29	102.17	1.4462	4.5	91%	0	0	0
BW ENTERPRISES	319.00	44	90.0	1.393	4	79%	0	0	0
CrossWord Books	367.00	116	138.0	1.6026	5	95%	0	0	0
BOOKKR	399.00	5	170.0	1.7424	3.5	60%	0	0	0
BookInc	372.00	17	143.0	1.6245	4.5	94%	0	0	0
Books-a-zillion	399.00	89	170.0	1.7424	4	82%	0	0	0
SAI BOOKS	395.00	181	166.0	1.7249	3	46%	0	0	0
Bookswagon	655.00	6,387	426.0	2.8603	4	70%	0	0	0
Bookflow	359.10	3,100	130.1	1.5681	3.5	68%	0	0	0
CrossWord Books	367.00	116	138.0	1.6026	5	95%	0	0	0
Sunrise Book store	684.00	1,359	455.0	2.9869	3.5	61%	0	0	0
Sunrise Book store	648.00	1,359	419.0	2.8297	3.5	61%	0	0	0
