Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MILLENNIALS MEDIA	1758.90	44	0.0	1.0	5	100%	0	0	0
INFINITE BOOKS	1770.43	291	11.53	1.0066	5	99%	0	0	0
Cloudtail India	1789.00	1,299,333	30.1	1.0171	4.5	92%	1	1	1
Atlantic Publishers and Distributors	1905.00	14,542	146.1	1.0831	4.5	94%	0	0	0
Bookswagon	1914.00	6,390	155.1	1.0882	4	70%	0	0	0
SmartGlobal	2209.00	214	450.1	1.2559	3	50%	0	0	0
Sunrise Book store	2274.00	1,360	515.1	1.2929	3.5	61%	0	0	0
Fast Media 2	2283.48	6,007	524.58	1.2982	4	72%	0	0	0
famous_Books	2299.00	4	540.1	1.3071	4.5	75%	0	0	0
D R	2541.00	12,168	782.1	1.4447	4	82%	0	0	0
Sunrise Book store	2165.00	1,360	406.1	1.2309	3.5	61%	0	0	0
