Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	523.00	25,127	0.0	1.0	4.5	92%	1	0	1
Amazing_Buy	529.00	17,781	6.0	1.0115	4.5	95%	1	0	0
Crossword Bookstores Ltd	640.00	2,475	117.0	1.2237	4	74%	0	0	0
Comma365	646.00	2,242	123.0	1.2352	4.5	95%	0	0	0
Goodread Bookstore	719.00	579	196.0	1.3748	5	97%	1	0	0
ReadAhead	719.00	213	196.0	1.3748	4	79%	0	0	0
Bookflow	719.10	3,100	196.1	1.375	3.5	67%	0	0	0
Skycart	655.00	479	132.0	1.2524	4.5	90%	0	0	0
HERITAGE PUBLISHERS	759.00	783	236.0	1.4512	4.5	94%	0	0	0
Books-a-zillion	719.10	89	196.1	1.375	4	82%	0	0	0
ReadAhead	719.00	213	196.0	1.3748	4	79%	0	0	0
Bookflow	719.10	3,100	196.1	1.375	3.5	67%	0	0	0
SansRack	799.00	1,050	276.0	1.5277	4.5	94%	0	0	0
A to Z Book House	799.00	1,275	276.0	1.5277	3	46%	0	0	0
