Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	7886.00	1,299,282	0.0	1.0	4.5	92%	1	1	1
AARTS ENTERPRISES	7898.00	19	12.0	1.0015	4.5	94%	0	0	0
Ebookstore	7941.00	522	55.0	1.007	4.5	85%	0	0	0
radhika A communication	8158.00	29	272.0	1.0345	4	77%	0	0	0
Atlantic Publishers and Distributors	8521.00	14,540	635.0	1.0805	4.5	94%	0	0	0
Ranthambore Marketing	8543.00	25	657.0	1.0833	5	100%	0	0	0
CBS Publishers & Distributors Pvt Ltd	9372.00	1,105	1486.0	1.1884	4.5	82%	0	0	0
Sunrise Book store	10326.00	1,359	2440.0	1.3094	3.5	61%	0	0	0
T B	10496.50	64	2610.5	1.331	4.5	93%	0	0	0
SmartGlobal	10669.00	213	2783.0	1.3529	3	49%	0	0	0
Fast Media 2	10924.75	6,006	3038.75	1.3853	4	72%	0	0	0
Atlantic Publishers and Distributors	11109.00	14,540	3223.0	1.4087	4.5	94%	0	0	0
Peacockbooks	11183.00	2,801	3297.0	1.4181	4.5	92%	0	0	0
Bookswagon	12335.00	6,387	4449.0	1.5642	4	70%	0	0	0
Sunrise Book store	12240.00	1,359	4354.0	1.5521	3.5	61%	0	0	0
Bookswagon	12890.00	6,387	5004.0	1.6345	4	70%	0	0	0
Sunrise Book store	13118.00	1,359	5232.0	1.6635	3.5	61%	0	0	0
Bookswagon	13875.00	6,387	5989.0	1.7594	4	70%	0	0	0
D R	14313.00	12,169	6427.0	1.815	4	82%	0	0	0
Amazing Publications & Distributing Network	18595.00	18	10709.0	2.358	5	100%	0	0	0
Sunrise Book store	13787.00	1,359	5901.0	1.7483	3.5	61%	0	0	0
