Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Ameen Books	110.00	13	30.0	1.375	3.5	62%	0	0	0
Universal Book Zone	110.00	272	30.0	1.375	4	73%	0	0	0
ONS BOOKS	114.00	108	34.0	1.425	5	97%	0	0	0
KING BOOKS	114.00	38	34.0	1.425	4.5	96%	0	0	0
NOBEL BOOKS CENTER	119.00	12	39.0	1.4875	4.5	92%	0	0	0
AL Falah Books Trading	122.00	21	42.0	1.525	4	62%	0	0	0
Triple 3 A Centres	125.00	38	45.0	1.5625	4.5	86%	0	0	0
BOOKS PLAZA	85.00	159	5.0	1.0625	4	72%	0	0	0
DHRUV BOOKS	100.00	12	20.0	1.25	4.5	92%	0	0	0
ABS Books	80.00	14	0.0	1.0	3.5	64%	0	0	0
Om Sakthi Books International	98.00	44	18.0	1.225	3.5	60%	0	0	0
Lot Book	158.00	177	78.0	1.975	4.5	88%	0	0	0
iTippi Book	122.00	108	42.0	1.525	4.5	91%	0	0	0
Sai Kritin	166.00	16	86.0	2.075	4	63%	0	0	0
WB Book-Store	199.00	9	119.0	2.4875	4.5	89%	0	0	0
Neha's Book Store	145.00		65.0	1.8125			0	0	0
SSDN Creation	165.00	7	85.0	2.0625	3.5	71%	0	0	0
goodone traders	150.00	5	70.0	1.875	3	40%	0	0	0
dealstar	231.00	6,601	151.0	2.8875	4.5	85%	0	0	0
Book Samhita	199.00	3	119.0	2.4875	4	67%	0	0	0
Om Sakthi Books International	98.00	44	18.0	1.225	3.5	60%	0	0	0
THE OVERSEAS BOOK'S HOUSE	650.00	27	570.0	8.125	3.5	63%	0	0	0
etohfa	3904.00	23	3824.0	48.8	5	100%	0	0	0
