Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Rk & company	178.00	36	0.0	1.0	3.5	65%	0	0	1
OCEAN BOOKS	300.00	73	122.0	1.6854	4	82%	0	0	0
MR Book Centre	335.00	261	157.0	1.882	4.5	82%	0	0	0
siddharth books	300.00	51	122.0	1.6854	2.5	36%	0	0	0
SanvirBooksWorld	470.00		292.0	2.6404			0	0	0
Amazing_Buy	480.00	17,785	302.0	2.6966	4.5	95%	1	0	0
Read factor	489.00	1,518	311.0	2.7472	3.5	67%	0	0	0
uRead-Store	502.00	25,132	324.0	2.8202	4.5	92%	1	0	0
Inetrade India	521.48	3,252	343.48	2.9297	4	75%	0	0	0
ReadAhead	629.00	213	451.0	3.5337	4	79%	0	0	0
OCEAN BOOKS	300.00	73	122.0	1.6854	4	82%	0	0	0
Bookflow	629.10	3,100	451.1	3.5343	3.5	67%	0	0	0
ScribbleGraffito	580.17	29	402.17	3.2594	4.5	91%	0	0	0
Santusti Enterprises	699.00	26	521.0	3.927	4	81%	0	0	0
DARPAN	699.00	33	521.0	3.927	4.5	85%	0	0	0
Global Book Store	999.00	623	821.0	5.6124	5	99%	0	0	0
Bookswagon	1613.00	6,377	1435.0	9.0618	4	70%	0	0	0
Sunrise Book store	1608.00	1,356	1430.0	9.0337	3.5	61%	0	0	0
Sunrise Book store	1753.00	1,356	1575.0	9.8483	3.5	61%	0	0	0
Sunrise Book store	1886.00	1,356	1708.0	10.5955	3.5	61%	0	0	0
