Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1078.00	1,299,225	0.0	1.0	4.5	92%	1	1	1
Amazing_Buy	1078.00	17,787	0.0	1.0	4.5	95%	1	0	0
Sunrise Book store	1308.00	1,358	230.0	1.2134	3.5	61%	0	0	0
Sunrise Book store	1651.00	1,358	573.0	1.5315	3.5	61%	0	0	0
Bookswagon	1761.00	6,382	683.0	1.6336	4	70%	0	0	0
Bookswagon	1859.00	6,382	781.0	1.7245	4	70%	0	0	0
Sunrise Book store	1765.00	1,358	687.0	1.6373	3.5	61%	0	0	0
INFINITE BOOKS	2438.41	286	1360.41	2.262	5	99%	0	0	0
Fast Media 2	2849.50	6,005	1771.5	2.6433	4	72%	0	0	0
etohfa	16414.00	23	15336.0	15.2263	5	100%	0	0	0
