Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	266.00	6,596	0.0	1.0	4.5	85%	0	0	0
Cloudtail India	401.00	1,299,183	135.0	1.5075	4.5	92%	1	1	1
Amazing_Buy	401.48	17,785	135.48	1.5093	4.5	95%	1	0	0
Inetrade India	326.48	3,252	60.48	1.2274	4	75%	0	0	0
Goodread Bookstore	364.00	579	98.0	1.3684	5	97%	0	0	0
Browsers' Lounge	477.00	122	211.0	1.7932	4.5	96%	0	0	0
Atlantic Publishers and Distributors	674.00	14,538	408.0	2.5338	4.5	94%	0	0	0
Peacockbooks	730.00	2,801	464.0	2.7444	4.5	92%	0	0	0
Bookswagon	786.00	6,379	520.0	2.9549	4	70%	0	0	0
Sunrise Book store	783.00	1,356	517.0	2.9436	3.5	61%	0	0	0
D R	2656.00	12,168	2390.0	9.985	4	82%	0	0	0
