Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	314.00	6,601	0.0	1.0	4.5	85%	0	0	0
Cloudtail India	354.00	1,299,281	40.0	1.1274	4.5	92%	1	1	1
uRead-Store	354.00	25,149	40.0	1.1274	4.5	92%	1	0	0
AskTech Books	380.00	2	66.0	1.2102	2.5	50%	0	0	0
A Mind's Bookstore	364.00	1,409	50.0	1.1592	4.5	89%	0	0	0
Goodread Bookstore	369.00	579	55.0	1.1752	5	97%	0	0	0
Royal500	459.00	882	145.0	1.4618	4.5	92%	0	0	0
SBM Enterprises	369.26	48	55.26	1.176	4	75%	0	0	0
The Bookhive	399.20	43	85.2	1.2713	4	80%	0	0	0
BW ENTERPRISES	385.00	44	71.0	1.2261	4	79%	0	0	0
Browsers' Lounge	477.00	122	163.0	1.5191	4.5	96%	0	0	0
BOOK CENTRE	465.00	862	151.0	1.4809	4	81%	0	0	0
A to Z Book House	499.00	1,275	185.0	1.5892	3	46%	0	0	0
Booksmandi	499.00	2,531	185.0	1.5892	4.5	89%	0	0	0
Atlantic Publishers and Distributors	607.00	14,540	293.0	1.9331	4.5	94%	0	0	0
Peacockbooks	662.00	2,801	348.0	2.1083	4.5	92%	0	0	0
etohfa	2130.00	23	1816.0	6.7834	5	100%	0	0	0
