Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
fairdealenterprise	1050.00	45	0.0	1.0	2	25%	0	0	0
Bookswagon	1290.00	6,390	240.0	1.2286	4	70%	0	0	1
Bookswagon	1483.00	6,390	433.0	1.4124	4	70%	0	0	1
Sunrise Book store	1285.00	1,360	235.0	1.2238	3.5	61%	0	0	0
Bookswagon	1485.00	6,390	435.0	1.4143	4	70%	0	0	1
Sunrise Book store	1381.00	1,360	331.0	1.3152	3.5	61%	0	0	0
Sunrise Book store	1668.00	1,360	618.0	1.5886	3.5	61%	0	0	0
INFINITE BOOKS	1669.97	291	619.97	1.5904	5	99%	0	0	0
Fast Media 2	2167.07	6,007	1117.07	2.0639	4	72%	0	0	0
D R	2775.00	12,168	1725.0	2.6429	4	82%	0	0	0
