Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
AL Falah Books Trading	220.00	21	0.0	1.0	4	62%	0	0	0
dealstar	224.00	6,601	4.0	1.0182	4.5	85%	0	0	0
BOOK CLUB	579.00	37	359.0	2.6318	4.5	94%	1	0	0
ORIENTAL ACADEMY OF ARTS & LETTERS	580.00	3	360.0	2.6364	4.5	100%	0	0	0
shree simandhar group	590.00	131	370.0	2.6818	4.5	92%	1	0	0
Gorakh Books	599.00	2	379.0	2.7227	5	100%	0	0	0
A New Chapter	735.00	4	515.0	3.3409	1.5	0%	1	0	0
sri book house	699.00	227	479.0	3.1773	4.5	93%	0	0	0
D R	1867.00	12,169	1647.0	8.4864	4	82%	0	0	0
etohfa	2409.00	23	2189.0	10.95	5	100%	0	0	0
ORIENTAL ACADEMY OF ARTS & LETTERS	753.00	3	533.0	3.4227	4.5	100%	0	0	0
