Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	277.00	1,299,229	0.0	1.0	4.5	92%	1	1	1
uRead-Store	277.00	25,135	0.0	1.0	4.5	92%	1	0	0
Amazing_Buy	299.00	17,787	22.0	1.0794	4.5	95%	1	0	0
R-our Book	299.00	1,304	22.0	1.0794	4	78%	0	0	0
Bookflow	347.13	3,100	70.13	1.2532	3.5	67%	0	0	0
SRBOOKWORLD	375.00	404	98.0	1.3538	4.5	93%	0	0	0
Comma365	335.00	2,242	58.0	1.2094	4.5	95%	0	0	0
RSONS	332.00	481	55.0	1.1986	4.5	84%	0	0	0
SansRack	399.00	1,050	122.0	1.4404	4.5	94%	0	0	0
BOOK CENTRE	396.00	862	119.0	1.4296	4	81%	0	0	0
