Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
CB-India	749.00	3,033	0.0	1.0	4.5	95%	0	0	1
Atlantic Publishers and Distributors	1415.00	14,540	666.0	1.8892	4.5	94%	0	0	0
Bookswagon	1414.00	6,387	665.0	1.8879	4	70%	0	0	0
Atlantic Publishers and Distributors	1369.00	14,540	620.0	1.8278	4.5	94%	0	0	0
Peacockbooks	1421.00	2,801	672.0	1.8972	4.5	92%	0	0	0
Sunrise Book store	1578.00	1,359	829.0	2.1068	3.5	61%	0	0	0
B2A UK	1589.00	6,928	840.0	2.1215	4.5	83%	0	0	0
Bookswagon	1665.00	6,387	916.0	2.223	4	70%	0	0	0
Sunrise Book store	1543.00	1,359	794.0	2.0601	3.5	61%	0	0	0
SmartGlobal	2095.00	213	1346.0	2.7971	3	49%	0	0	0
Sunrise Book store	1563.00	1,359	814.0	2.0868	3.5	61%	0	0	0
