Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	245.00	25,160	0.0	1.0	4.5	92%	1	0	1
anshu gang	245.00	3	0.0	1.0	5	100%	0	0	0
Trans Infopreneur Inc	263.00	218	18.0	1.0735	4.5	94%	1	0	0
Read factor	263.00	1,544	18.0	1.0735	3.5	67%	0	0	0
Buy Amazing Books	271.00	3,571	26.0	1.1061	3	52%	0	0	0
Inetrade India	261.07	3,258	16.07	1.0656	4	75%	0	0	0
R-our Book	299.00	1,305	54.0	1.2204	4	76%	0	0	0
Book tree	278.00		33.0	1.1347			0	0	0
AskTech Books	308.00	2	63.0	1.2571	2.5	50%	0	0	0
Mumbai gift corner	364.00	728	119.0	1.4857	4.5	90%	0	0	0
Prism Books Pvt Ltd	319.00	1,014	74.0	1.302	4.5	83%	0	0	0
RSONS	295.00	481	50.0	1.2041	4.5	84%	0	0	0
HERITAGE PUBLISHERS	375.00	783	130.0	1.5306	4.5	94%	0	0	0
MONOBO BOOKS	291.00	117	46.0	1.1878	4.5	86%	0	0	0
Comma365	344.00	2,242	99.0	1.4041	4.5	95%	0	0	0
The Bookhive	319.20	43	74.2	1.3029	4	80%	0	0	0
Sunrise Book store	316.00	1,360	71.0	1.2898	3.5	61%	0	0	0
Suryan Books	319.00	39	74.0	1.302	4.5	95%	0	0	0
Book store01	369.00	14	124.0	1.5061	3.5	57%	0	0	0
GBD BOOKS	319.00	232	74.0	1.302	4	68%	0	0	0
Royal500	399.00	889	154.0	1.6286	4.5	92%	0	0	0
BW ENTERPRISES	307.00	44	62.0	1.2531	4	79%	0	0	0
ScribbleGraffito	327.18	29	82.18	1.3354	4.5	91%	0	0	0
Maitry book Agency	300.00	139	55.0	1.2245	3.5	68%	0	0	0
Abhinav Books Store	351.12	60	106.12	1.4331	3	53%	0	0	0
S B T books	369.00	113	124.0	1.5061	4.5	88%	0	0	0
W S Retaill	368.00	34	123.0	1.502	3.5	68%	0	0	0
V5MARK	302.00	8	57.0	1.2327	4	75%	0	0	0
Winmaarc	410.00	118	165.0	1.6735	3.5	68%	0	0	0
BSK Book	389.00	160	144.0	1.5878	3.5	60%	0	0	0
Booknow	311.00	898	66.0	1.2694	4	80%	0	0	0
Resource book store	339.00	1	94.0	1.3837	5	100%	0	0	0
Wish Your Book	347.13		102.13	1.4169			0	0	0
Booksmandi	336.00	2,531	91.0	1.3714	4.5	89%	0	0	0
BOOK CENTRE	356.00	862	111.0	1.4531	4	81%	0	0	0
NS DISTRIBUTOR	399.00	7	154.0	1.6286	4	86%	0	0	0
Browsers' Lounge	387.00	122	142.0	1.5796	4.5	96%	0	0	0
Books-a-zillion	359.10	89	114.1	1.4657	4	82%	0	0	0
SAnSRack	399.00	14	154.0	1.6286	4	79%	0	0	0
Ambe Books	447.23	2	202.23	1.8254	3	50%	0	0	0
Trans Infopreneur Inc	264.00	218	19.0	1.0776	4.5	94%	0	0	0
HERITAGE PUBLISHERS	379.00	783	134.0	1.5469	4.5	94%	0	0	0
RSONS	332.00	481	87.0	1.3551	4.5	84%	0	0	0
Abhinav Books Store	359.10	60	114.1	1.4657	3	53%	0	0	0
BSK Book	399.00	160	154.0	1.6286	3.5	60%	0	0	0
Ginni Books	447.26	9	202.26	1.8256	4.5	89%	0	0	0
SAI BOOKS	395.00	181	150.0	1.6122	3	46%	0	0	0
Atlantic Publishers and Distributors	663.00	14,542	418.0	2.7061	4.5	94%	0	0	0
Bookswagon	771.00	6,390	526.0	3.1469	4	70%	0	0	0
Peacockbooks	718.00	2,803	473.0	2.9306	4.5	92%	0	0	0
Abhinav Books Store	367.00	60	122.0	1.498	3	53%	0	0	0
Ambe Books	447.26	2	202.26	1.8256	3	50%	0	0	0
Ginni Books	447.33	9	202.33	1.8258	4.5	89%	0	0	0
SAI BOOKS	399.00	181	154.0	1.6286	3	46%	0	0	0
Sunrise Book store	769.00	1,360	524.0	3.1388	3.5	61%	0	0	0
