Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1000.00	1,299,156	0.0	1.0	4.5	92%	1	1	0
BOOKS & EQUIPMENT DISTRIBUTORS	1000.00	83	0.0	1.0	4.5	89%	0	0	1
ReaderBooks	1051.00	441	51.0	1.051	4	72%	0	0	0
Trans Infopreneur Inc	1155.00	217	155.0	1.155	4.5	94%	1	0	0
R K Books	1196.00	1,597	196.0	1.196	3.5	69%	0	0	0
MK BOOKS INDIA	1271.00	2,245	271.0	1.271	2.5	34%	0	0	0
anubhav books	1305.00	5	305.0	1.305	4	60%	0	0	0
Essay Shopping Malls	1327.00	52	327.0	1.327	4	75%	0	0	0
Goodread Bookstore	1196.00	579	196.0	1.196	5	97%	0	0	0
Sunrise Book store	1216.00	1,356	216.0	1.216	3.5	61%	0	0	0
Trans Infopreneur Inc	1156.00	217	156.0	1.156	4.5	94%	0	0	0
Comma365	1360.00	2,242	360.0	1.36	4.5	95%	0	0	0
Inetrade India	1397.05	3,249	397.05	1.397	4	75%	0	0	0
MBD Books	1495.00	16	495.0	1.495	4	81%	0	0	0
Books-a-zillion	1495.00	89	495.0	1.495	4	82%	0	0	0
A - Z Books Online	1495.00	104	495.0	1.495	4.5	93%	0	0	0
T B	1495.00	64	495.0	1.495	4.5	93%	0	0	0
Sunrise Book store	1477.00	1,356	477.0	1.477	3.5	61%	0	0	0
ReaderBooks	1874.00	441	874.0	1.874	4	72%	0	0	0
