Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	493.94	3,257	0.0	1.0	4	75%	0	0	0
Cloudtail India	569.00	1,299,315	75.06	1.152	4.5	92%	1	1	1
uRead-Store	569.00	25,156	75.06	1.152	4.5	92%	1	0	0
MK BOOKS INDIA	599.00	2,249	105.06	1.2127	2.5	34%	0	0	0
Books-a-zillion	599.00	89	105.06	1.2127	4	82%	0	0	0
Atlantic Publishers and Distributors	672.00	14,541	178.06	1.3605	4.5	94%	0	0	0
Peacockbooks	728.00	2,801	234.06	1.4739	4.5	92%	0	0	0
Bookswagon	784.00	6,389	290.06	1.5872	4	70%	0	0	0
Sunrise Book store	781.00	1,360	287.06	1.5812	3.5	61%	0	0	0
B2A UK	1157.00	6,928	663.06	2.3424	4.5	83%	0	0	0
