Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	646.15	25,138	75.0	1.1313	4.5	92%	1	0	0
Inetrade India	571.15	3,253	0.0	1.0	4	75%	0	0	1
Read factor	672.00	1,528	100.85	1.1766	3.5	67%	0	0	0
Atlantic Publishers and Distributors	818.00	14,538	246.85	1.4322	4.5	94%	0	0	0
Bookswagon	791.00	6,382	219.85	1.3849	4	70%	0	0	0
Sunrise Book store	906.00	1,358	334.85	1.5863	3.5	61%	0	0	0
Retail Maharaj	900.03	513	328.88	1.5758	5	98%	0	0	0
Fast Media 2	1733.21	6,006	1162.06	3.0346	4	72%	0	0	0
D R	1896.00	12,168	1324.85	3.3196	4	82%	0	0	0
etohfa	2416.00	23	1844.85	4.2301	5	100%	0	0	0
Sunrise Book store	931.00	1,358	359.85	1.63	3.5	61%	0	0	0
