Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	925.00	25,150	0.0	1.0	4.5	92%	1	0	0
Cloudtail India	925.00	1,299,282	0.0	1.0	4.5	92%	1	1	1
Amazing_Buy	933.00	17,789	8.0	1.0086	4.5	95%	1	0	0
Read factor	1008.00	1,532	83.0	1.0897	3.5	67%	0	0	0
dealstar	1036.00	6,601	111.0	1.12	4.5	85%	0	0	0
Atlantic Publishers and Distributors	1084.00	14,540	159.0	1.1719	4.5	94%	0	0	0
Peacockbooks	1158.00	2,801	233.0	1.2519	4.5	92%	0	0	0
Bookswagon	1288.00	6,387	363.0	1.3924	4	70%	0	0	0
sarat book distributors	1355.00	33	430.0	1.4649	4.5	91%	0	0	0
Sunrise Book store	1181.00	1,359	256.0	1.2768	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1215.00	14,540	290.0	1.3135	4.5	94%	0	0	0
Bookswagon	1262.00	6,387	337.0	1.3643	4	70%	0	0	0
B2A UK	1494.00	6,928	569.0	1.6151	4.5	83%	0	0	0
INFINITE BOOKS	1499.60	288	574.6	1.6212	5	99%	0	0	0
Sunrise Book store	1410.00	1,359	485.0	1.5243	3.5	61%	0	0	0
Fast Media 2	1681.95	6,006	756.95	1.8183	4	72%	0	0	0
D R	2547.00	12,169	1622.0	2.7535	4	82%	0	0	0
