Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	263.00	1,544	1.93	1.0074	3.5	67%	0	0	0
uRead-Store	298.00	25,160	36.93	1.1415	4.5	92%	1	0	0
Amazing_Buy	298.00	17,790	36.93	1.1415	4.5	95%	1	0	1
Essay Shopping Malls	320.00	52	58.93	1.2257	4	75%	0	0	0
Inetrade India	261.07	3,258	0.0	1.0	4	75%	0	0	0
MK BOOKS INDIA	339.00	2,249	77.93	1.2985	2.5	34%	0	0	0
ReadAhead	359.00	213	97.93	1.3751	4	79%	0	0	0
Best Price_	329.00	224	67.93	1.2602	4	82%	0	0	0
HERITAGE PUBLISHERS	379.00	783	117.93	1.4517	4.5	94%	0	0	0
Comma365	344.00	2,242	82.93	1.3177	4.5	95%	0	0	0
Royal500	387.00	888	125.93	1.4824	4.5	92%	0	0	0
dealstar	390.00	6,603	128.93	1.4939	4.5	85%	0	0	0
The Bookhive	319.20	43	58.13	1.2227	4	80%	0	0	0
Goodread Bookstore	319.00	579	57.93	1.2219	5	97%	0	0	0
Santusti Enterprises	399.00	26	137.93	1.5283	4	81%	0	0	0
Skycart	331.00	479	69.93	1.2679	4.5	90%	0	0	0
Sunrise Book store	327.00	1,360	65.93	1.2525	3.5	61%	0	0	0
ScribbleGraffito	331.17	29	70.1	1.2685	4.5	91%	0	0	0
BW ENTERPRISES	319.00	44	57.93	1.2219	4	79%	0	0	0
BSK Book	389.00	160	127.93	1.49	3.5	60%	0	0	0
Suraj Trading - Express Delivery	324.00	48	62.93	1.241	3	53%	0	0	0
BOOKKR	399.00	5	137.93	1.5283	3.5	60%	0	0	0
Booksmandi	336.00	2,531	74.93	1.287	4.5	89%	0	0	0
Shreeganesh16	369.00	27	107.93	1.4134	4.5	83%	0	0	0
Book store01	429.00	14	167.93	1.6432	3.5	57%	0	0	0
Kushii Radiance Bookshop	380.00	63	118.93	1.4555	4.5	84%	0	0	0
siddharth books	399.00	51	137.93	1.5283	2.5	36%	0	0	0
Ambe Books	447.26	2	186.19	1.7132	3	50%	0	0	0
W S Retaill	368.00	34	106.93	1.4096	3.5	68%	0	0	0
Ginni Books	447.26	9	186.19	1.7132	4.5	89%	0	0	0
BSK Book	389.00	160	127.93	1.49	3.5	60%	0	0	0
Ginni Books	447.33	9	186.26	1.7134	4.5	89%	0	0	0
PKS RETAIL	633.00	4	371.93	2.4246	5	100%	0	0	0
Piccadilly Book Stall	599.00	137	337.93	2.2944	3.5	63%	0	0	0
Bookswagon	784.00	6,390	522.93	3.003	4	70%	0	0	0
Sunrise Book store	781.00	1,360	519.93	2.9915	3.5	61%	0	0	0
