Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Patrika Book Centre	310.00	93	0.0	1.0	5	100%	0	0	0
Cloudtail India	320.00	1,299,238	10.0	1.0323	4.5	92%	1	1	1
Read factor	329.00	1,528	19.0	1.0613	3.5	67%	0	0	0
uRead-Store	334.00	25,138	24.0	1.0774	4.5	92%	1	0	0
World500	339.00	3,268	29.0	1.0935	4	76%	0	0	0
Amazing_Buy	349.00	17,787	39.0	1.1258	4.5	95%	1	0	0
Inetrade India	326.48	3,253	16.48	1.0532	4	75%	0	0	0
R-our Book	374.00	1,304	64.0	1.2065	4	77%	0	0	0
MK BOOKS INDIA	424.00	2,247	114.0	1.3677	2.5	34%	0	0	0
Mumbai gift corner	429.00	720	119.0	1.3839	4.5	89%	0	0	0
Bookflow	434.13	3,100	124.13	1.4004	3.5	68%	0	0	0
RSONS	369.00	481	59.0	1.1903	4.5	84%	0	0	0
Goodread Bookstore	369.00	579	59.0	1.1903	5	97%	0	0	0
ABRB	449.00	60	139.0	1.4484	4	82%	0	0	0
Sunrise Book store	375.00	1,358	65.0	1.2097	3.5	61%	0	0	0
Comma365	415.00	2,242	105.0	1.3387	4.5	95%	0	0	0
Randomindia	384.00	9	74.0	1.2387	3.5	67%	0	0	0
BooksRaja	364.00	171	54.0	1.1742	4.5	85%	0	0	0
S R int Store	379.24		69.24	1.2234			0	0	0
HERITAGE PUBLISHERS	469.00	783	159.0	1.5129	4.5	94%	0	0	0
The Bookhive	399.20	43	89.2	1.2877	4	80%	0	0	0
Suryan Books	399.00	39	89.0	1.2871	4.5	95%	0	0	0
Winmaarc	485.00	118	175.0	1.5645	3.5	68%	0	0	0
ScribbleGraffito	409.18	29	99.18	1.3199	4.5	91%	0	0	0
BW ENTERPRISES	399.00	44	89.0	1.2871	4	79%	0	0	0
Buy Amazing Books	499.00	3,554	189.0	1.6097	3	51%	0	0	0
Booksmandi	400.00	2,531	90.0	1.2903	4.5	89%	0	0	0
S B T books	464.00	113	154.0	1.4968	4.5	88%	0	0	0
W S Retaill	461.00	34	151.0	1.4871	3.5	68%	0	0	0
Resource book store	424.00	1	114.0	1.3677	5	100%	0	0	0
V5MARK	395.00	8	85.0	1.2742	4	75%	0	0	0
Suraj Trading - Express Delivery	405.00	48	95.0	1.3065	3	53%	0	0	0
Wish Your Book	424.15		114.15	1.3682			0	0	0
Abhinav Books Store	439.12	60	129.12	1.4165	3	53%	0	0	0
Book store01	479.00	14	169.0	1.5452	3.5	57%	0	0	0
CrossWord Books	459.00	116	149.0	1.4806	5	95%	0	0	0
CNA Bookstore	400.00	477	90.0	1.2903	4.5	95%	0	0	0
BSK Book	499.00	160	189.0	1.6097	3.5	61%	0	0	0
Shreeganesh16	449.00	27	139.0	1.4484	4.5	83%	0	0	0
BookInc	450.00	17	140.0	1.4516	4.5	94%	0	0	0
BookAdda	459.00	365	149.0	1.4806	3	46%	0	0	0
The Grand_Store	490.00	10	180.0	1.5806	3	50%	0	0	0
BOOKKR	499.00	5	189.0	1.6097	3.5	60%	0	0	0
Browsers' Lounge	477.00	122	167.0	1.5387	4.5	96%	0	0	0
NS DISTRIBUTOR	499.00	7	189.0	1.6097	4	86%	0	0	0
Books-a-zillion	449.10	89	139.1	1.4487	4	82%	0	0	0
Kushii Radiance Bookshop	475.00	63	165.0	1.5323	4.5	84%	0	0	0
SansRack	499.00	1,050	189.0	1.6097	4.5	94%	0	0	0
Epitome Books	499.00		189.0	1.6097			0	0	0
Special Library	514.00	57	204.0	1.6581	4	74%	0	0	0
Winmaarc	485.00	118	175.0	1.5645	3.5	68%	0	0	0
CrossWord Books	459.00	116	149.0	1.4806	5	95%	0	0	0
Abhinav Books Store	449.10	60	139.1	1.4487	3	53%	0	0	0
BSK Book	499.00	160	189.0	1.6097	3.5	61%	0	0	0
A to Z Book House	499.00	1,275	189.0	1.6097	3	46%	0	0	0
Ambe Books	533.38	2	223.38	1.7206	3	50%	0	0	0
Ginni Books	533.48	9	223.48	1.7209	4.5	89%	0	0	0
SAI BOOKS	494.00	181	184.0	1.5935	3	46%	0	0	0
