Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1234.00	14,541	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	1286.00	2,801	52.0	1.0421	4.5	92%	0	0	0
Cloudtail India	1426.00	1,299,324	192.0	1.1556	4.5	92%	1	1	1
Bookswagon	1454.00	6,390	220.0	1.1783	4	70%	0	0	0
Sunrise Book store	1501.00	1,360	267.0	1.2164	3.5	61%	0	0	0
Sunrise Book store	1361.00	1,360	127.0	1.1029	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1616.00	14,541	382.0	1.3096	4.5	94%	0	0	0
Bookswagon	1641.00	6,390	407.0	1.3298	4	70%	0	0	0
Bookswagon	1681.00	6,390	447.0	1.3622	4	70%	0	0	0
Sunrise Book store	1577.00	1,360	343.0	1.278	3.5	61%	0	0	0
Bookswagon	1641.00	6,390	407.0	1.3298	4	70%	0	0	0
Sunrise Book store	1603.00	1,360	369.0	1.299	3.5	61%	0	0	0
