Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	736.00	3,248	0.0	1.0	4	76%	0	0	0
Book,stage	879.00		143.0	1.1943			0	0	0
BOOKFACTRY	879.00	1	143.0	1.1943	5	100%	0	0	0
Sri Ganesha Books	791.00	382	55.0	1.0747	4	82%	0	0	1
FOUNTAINHEAD	791.00	98	55.0	1.0747	4.5	91%	0	0	0
MK BOOKS INDIA	934.00	2,245	198.0	1.269	2.5	34%	0	0	0
Book Selection Centre	814.00	136	78.0	1.106	4.5	96%	0	0	0
Skycart	879.00	479	143.0	1.1943	4.5	90%	0	0	0
SBM Enterprises	857.22	48	121.22	1.1647	4	75%	0	0	0
Goodread Bookstore	989.00	579	253.0	1.3438	5	97%	1	0	0
ReadAhead	989.00	213	253.0	1.3438	4	79%	0	0	0
Bookflow	989.10	3,100	253.1	1.3439	3.5	67%	0	0	0
fairdealenterprise	846.23	41	110.23	1.1498	2.5	34%	0	0	0
Booksmandi	880.00	2,530	144.0	1.1957	4.5	89%	0	0	0
ScribbleGraffito	912.17	29	176.17	1.2394	4.5	91%	0	0	0
Amazing BookS	879.00	106	143.0	1.1943	3	54%	0	0	0
Book store01	1049.00	11	313.0	1.4253	3	45%	0	0	0
Books-a-zillion	989.10	89	253.1	1.3439	4	82%	0	0	0
Santusti Enterprises	1099.00	26	363.0	1.4932	4	81%	0	0	0
MEETA BOOKS	989.00	47	253.0	1.3438	2.5	36%	0	0	0
ReadAhead	989.00	213	253.0	1.3438	4	79%	0	0	0
Bookflow	989.10	3,100	253.1	1.3439	3.5	67%	0	0	0
BOOKKR	1099.00	5	363.0	1.4932	3.5	60%	0	0	0
The Grand_Store	1050.00	10	314.0	1.4266	3	50%	0	0	0
S B T books	1021.00	113	285.0	1.3872	4.5	88%	0	0	0
W S Retaill	1020.00	34	284.0	1.3859	3.5	69%	0	0	0
Bookswagon	2051.00	6,375	1315.0	2.7867	4	70%	0	0	0
Bookswagon	2057.00	6,375	1321.0	2.7948	4	70%	0	0	0
B2A UK	2139.00	6,928	1403.0	2.9062	4.5	83%	0	0	0
Sunrise Book store	1968.00	1,356	1232.0	2.6739	3.5	61%	0	0	0
Bookflow	989.10	3,100	253.1	1.3439	3.5	67%	0	0	0
Sunrise Book store	2169.00	1,356	1433.0	2.947	3.5	61%	0	0	0
