Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	334.00	3,277	0.0	1.0	4	76%	0	0	0
Buy Amazing Books	349.00	3,558	15.0	1.0449	3	51%	0	0	0
Inetrade India	334.90	3,256	0.9	1.0027	4	75%	0	0	0
uRead-Store	410.00	25,152	76.0	1.2275	4.5	92%	1	0	1
Amazing_Buy	410.00	17,790	76.0	1.2275	4.5	95%	1	0	0
Mumbai gift corner	429.00	720	95.0	1.2844	4.5	89%	0	0	0
Bookflow	449.10	3,100	115.1	1.3446	3.5	68%	0	0	0
HERITAGE PUBLISHERS	474.00	783	140.0	1.4192	4.5	94%	0	0	0
Skycart	409.00	479	75.0	1.2246	4.5	90%	0	0	0
MK BOOKS INDIA	499.00	2,249	165.0	1.494	2.5	34%	0	0	0
Suraj Trading - Express Delivery	405.00	48	71.0	1.2126	3	53%	0	0	0
CrossWord Books	459.00	116	125.0	1.3743	5	95%	0	0	0
Shreeganesh16	445.00	27	111.0	1.3323	4.5	83%	0	0	0
BSK Book	499.00	160	165.0	1.494	3.5	60%	0	0	0
BookInc	450.00	17	116.0	1.3473	4.5	94%	0	0	0
Book store01	499.00	14	165.0	1.494	3.5	57%	0	0	0
A to Z Book House	499.00	1,275	165.0	1.494	3	45%	0	0	0
Payal Books	499.00	657	165.0	1.494	3	52%	0	0	0
Ambe Books	533.41	2	199.41	1.597	3	50%	0	0	0
Ginni Books	533.41	9	199.41	1.597	4.5	89%	0	0	0
CrossWord Books	459.00	116	125.0	1.3743	5	95%	0	0	0
Ginni Books	533.48	9	199.48	1.5972	4.5	89%	0	0	0
dealstar	651.00	6,601	317.0	1.9491	4.5	85%	0	0	0
S B T books	464.00	113	130.0	1.3892	4.5	88%	0	0	0
Bookswagon	729.00	6,387	395.0	2.1826	4	70%	0	0	0
Sunrise Book store	757.00	1,359	423.0	2.2665	3.5	61%	0	0	0
W S Retaill	461.00	34	127.0	1.3802	3.5	68%	0	0	0
Sunrise Book store	724.00	1,359	390.0	2.1677	3.5	61%	0	0	0
