Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	424.00	1,299,263	0.0	1.0	4.5	92%	1	1	1
BOOKS & EQUIPMENT DISTRIBUTORS	450.00	83	26.0	1.0613	4.5	89%	0	0	0
Creation & Point	480.00		56.0	1.1321			0	0	0
JAIN BOOK SHOP, Satya Niketan	470.00		46.0	1.1085			0	0	0
uRead-Store	622.00	25,140	198.0	1.467	4.5	92%	1	0	0
Book World Dehradun	525.00	56	101.0	1.2382	4.5	86%	0	0	0
Rama BOOKS	499.80	6	75.8	1.1788	3.5	67%	0	0	0
O_Store	487.90	593	63.9	1.1507	4.5	87%	0	0	0
chandbookdepot	559.00		135.0	1.3184			0	0	0
Bookshelff	550.00	72	126.0	1.2972	4	82%	0	0	0
Kushii Radiance Bookshop	536.00	63	112.0	1.2642	4.5	84%	0	0	0
Sunrise Book store	538.00	1,358	114.0	1.2689	3.5	61%	0	0	0
Technical Book	466.00	53	42.0	1.0991	3.5	62%	0	0	0
MANJU INTERNATIONAL	595.00	86	171.0	1.4033	4	79%	0	0	0
V5MARK	554.00	8	130.0	1.3066	4	75%	0	0	0
BooksRaja	560.00	171	136.0	1.3208	4.5	85%	0	0	0
Saibookdepot	600.00	43	176.0	1.4151	3	44%	0	0	0
BOOK CENTRE	605.00	862	181.0	1.4269	4	81%	0	0	0
Books-a-zillion	595.00	89	171.0	1.4033	4	82%	0	0	0
The Grand_Store	660.00	10	236.0	1.5566	3	50%	0	0	0
BooksRaja	560.00	171	136.0	1.3208	4.5	85%	0	0	0
Books-a-zillion	595.00	89	171.0	1.4033	4	82%	0	0	0
SAI BOOKS	589.00	181	165.0	1.3892	3	46%	0	0	0
Ebookstore	877.00	522	453.0	2.0684	4.5	85%	0	0	0
Book eHub	933.00	32	509.0	2.2005	4	72%	0	0	0
Speedy_Books	939.00	490	515.0	2.2146	4.5	81%	0	0	0
ASIAN TREASURES	953.00	18	529.0	2.2476	4.5	94%	0	0	0
SAI BOOKS	765.00	181	341.0	1.8042	3	46%	0	0	0
