Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
E S CORPORATION	555.00	211	0.0	1.0	4.5	85%	0	0	1
Read factor	629.00	1,528	74.0	1.1333	3.5	67%	0	0	0
Cloudtail India	1143.00	1,299,242	588.0	2.0595	4.5	92%	1	1	0
Sunrise Book store	1311.00	1,358	756.0	2.3622	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1273.00	14,538	718.0	2.2937	4.5	94%	0	0	0
Peacockbooks	1325.00	2,801	770.0	2.3874	4.5	92%	0	0	0
JustBuyBooks	1365.00	26	810.0	2.4595	3.5	69%	0	0	0
Atlantic Publishers and Distributors	1447.00	14,538	892.0	2.6072	4.5	94%	0	0	0
Bookswagon	1479.00	6,382	924.0	2.6649	4	70%	0	0	0
INFINITE BOOKS	1592.66	287	1037.66	2.8697	5	99%	0	0	0
Sunrise Book store	1386.00	1,358	831.0	2.4973	3.5	61%	0	0	0
Bookswagon	1596.00	6,382	1041.0	2.8757	4	70%	0	0	0
Sunrise Book store	1652.00	1,358	1097.0	2.9766	3.5	61%	0	0	0
