Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Infinity Books- Fast Delivery	240.00	171	0.0	1.0	3.5	66%	0	0	0
QUALITYBOOKS INDIA	249.00	50	9.0	1.0375	4.5	94%	0	0	0
Kozzy Books	249.00	6	9.0	1.0375	5	100%	0	0	0
skhan123	390.00		150.0	1.625			0	0	0
A - Z Books Online	336.00	104	96.0	1.4	4.5	93%	0	0	0
QUALITYBOOKS INDIA	449.00	50	209.0	1.8708	4.5	94%	0	0	0
MK BOOKS INDIA	458.00	2,248	218.0	1.9083	2.5	34%	0	0	0
Cloudtail India	483.00	1,299,275	243.0	2.0125	4.5	92%	1	1	0
Kozzy Books	375.00	6	135.0	1.5625	5	100%	0	0	0
Inetrade India	475.59	3,254	235.59	1.9816	4	75%	0	0	0
Rama BOOKS	452.76	6	212.76	1.8865	3.5	67%	0	0	0
O_Store	441.98	593	201.98	1.8416	4.5	87%	0	0	0
Sunrise Book store	478.00	1,359	238.0	1.9917	3.5	61%	0	0	0
MANJU INTERNATIONAL	539.00	86	299.0	2.2458	4	79%	0	0	0
BooksRaja	496.00	171	256.0	2.0667	4.5	85%	0	0	0
V5MARK	505.00	8	265.0	2.1042	4	75%	0	0	0
Books-a-zillion	539.00	89	299.0	2.2458	4	82%	0	0	0
SAI BOOKS	533.00	181	293.0	2.2208	3	46%	0	0	0
Speedy_Books	855.00	490	615.0	3.5625	4.5	81%	0	0	0
Book eHub	886.00	32	646.0	3.6917	4	72%	0	0	0
Sunrise Book store	478.00	1,359	238.0	1.9917	3.5	61%	0	0	0
Books-a-zillion	539.00	89	299.0	2.2458	4	82%	0	0	0
Ebookstore	980.00	522	740.0	4.0833	4.5	85%	0	0	0
ASIAN TREASURES	1057.00	18	817.0	4.4042	4.5	94%	0	0	0
