Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Rachna Associate	549.00		33.0	1.064			0	0	0
Cloudtail India	640.00	1,299,242	124.0	1.2403	4.5	92%	1	1	1
Amazing_Buy	641.00	17,787	125.0	1.2422	4.5	95%	1	0	0
Webnet	516.00	14	0.0	1.0	4.5	93%	0	0	0
Atlantic Publishers and Distributors	798.00	14,538	282.0	1.5465	4.5	94%	0	0	0
Peacockbooks	853.00	2,801	337.0	1.6531	4.5	92%	0	0	0
Bookswagon	914.00	6,382	398.0	1.7713	4	70%	0	0	0
dealstar	997.00	6,596	481.0	1.9322	4.5	85%	0	0	0
Sunrise Book store	947.00	1,358	431.0	1.8353	3.5	61%	0	0	0
B2A UK	1265.00	6,928	749.0	2.4516	4.5	83%	0	0	0
