Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Shopee Book House	3400.00		67.0	1.0201			0	0	0
Aaditya BOOK SERVICE	3333.00	66	0.0	1.0	4	73%	0	0	0
B2A UK	4161.00	6,928	828.0	1.2484	4.5	83%	0	0	0
Atlantic Publishers and Distributors	4196.00	14,537	863.0	1.2589	4.5	94%	0	0	0
Peacockbooks	4284.00	2,800	951.0	1.2853	4.5	92%	0	0	0
Bookswagon	4492.00	6,375	1159.0	1.3477	4	70%	0	0	0
Sunrise Book store	4365.00	1,356	1032.0	1.3096	3.5	61%	0	0	0
INFINITE BOOKS	5110.47	282	1777.47	1.5333	5	99%	0	0	0
Universal Books House	4999.00	1	1666.0	1.4998	5	100%	0	0	0
SmartGlobal	5180.00	212	1847.0	1.5542	3	50%	0	0	0
Bookswagon	4492.00	6,375	1159.0	1.3477	4	70%	0	0	0
Bookswagon	4671.00	6,375	1338.0	1.4014	4	70%	0	0	0
Bookswagon	4741.00	6,375	1408.0	1.4224	4	70%	0	0	0
Sunrise Book store	4552.00	1,356	1219.0	1.3657	3.5	61%	0	0	0
Sunrise Book store	5032.00	1,356	1699.0	1.5098	3.5	61%	0	0	0
Fast Media 2	5477.98	6,005	2144.98	1.6436	4	72%	0	0	0
MK BOOKS INDIA	5790.00	2,245	2457.0	1.7372	2.5	34%	0	0	0
etohfa	7625.00	23	4292.0	2.2877	5	100%	0	0	0
